0,1
-8.69493,-4.08204
-8.6404,-3.85833
-7.70667,-1.4747
-8.81293,-3.27131
-8.05403,-3.51724
-8.29488,-3.51365
-10.1359,-4.39111
-8.04381,-2.79032
-9.82957,-4.44724
-9.09786,-4.46506
-7.0911,-3.26933
-7.98238,-2.70144
-9.67598,-3.84127
-7.85766,-2.21475
-8.15751,-4.09354
-8.9737,-2.76981
-8.05094,-3.59263
-7.72412,-1.54349
-8.91767,-4.12078
-8.13389,-1.80716
-10.4918,-4.16823
-7.64232,-2.87174
-7.6268,-2.67739
-8.59165,-3.32836
-7.20008,-1.64701
-8.75974,-3.67519
-8.3488,-2.61235
-7.7484,-2.84117
-8.97632,-4.52084
-7.69324,-2.27566
-10.0336,-5.04022
-8.85227,-4.0334
-9.03189,-4.04806
-8.13572,-3.3417
-8.86449,-3.94871
-9.23683,-3.62431
-9.43361,-3.65627
-8.18118,-2.27224
-8.40732,-2.7209
-9.50774,-4.42073
-8.78031,-4.7516
-8.81461,-3.32169
-8.97416,-4.91024
-9.31334,-3.81161
-8.74045,-4.7963
-7.95166,-3.80814
-10.0591,-4.7811
-8.36515,-3.44231
-6.99971,-2.68442
-9.65653,-5.11228
-8.66661,-3.68409
-8.15935,-3.07882
-7.99154,-1.51911
-9.11811,-2.32231
-9.0938,-4.34333
-8.14049,-3.33259
-8.02519,-4.65274
-8.44775,-3.63394
-8.9976,-4.7722
-8.66632,-3.32594
-7.95832,-2.87078
-9.25258,-4.46247
-10.3672,-4.54571
-7.46944,-3.1481
-8.59579,-4.77005
-9.22283,-3.56783
-8.21303,-2.67898
-9.2124,-3.58182
-8.64581,-3.3193
-9.35346,-5.39518
-7.76767,-2.09506
-9.05833,-2.98536
-7.42674,-3.79082
-8.68992,-2.91888
-7.29042,-2.17037
-8.34408,-3.64164
-8.17298,-3.17738
-9.30139,-3.25965
-9.29681,-3.59796
-9.58048,-4.49728
-8.49216,-3.65884
-8.34336,-2.41142
-7.8601,-2.97977
-9.04439,-3.78356
-8.88553,-4.39569
-7.28641,-1.33624
-8.77737,-4.02101
-9.30099,-3.68911
-8.19873,-3.15754
-7.0521,-1.3489
-7.09952,-3.1626
-8.26232,-4.13327
-7.16357,-2.0783
-8.50966,-2.11201
-8.39893,-2.12713
-7.58834,-3.06696
-8.57066,-5.22005
-8.58719,-3.49621
-7.21036,-2.71554
-8.90762,-3.92203
-8.7021,-2.99252
-8.77684,-2.25372
-7.79125,-2.8947
-8.63438,-2.02369
-9.04551,-4.86353
-7.78808,-2.72394
