,0,1
0,2.74531,41.5491
1,-0.628169,41.1591
2,2.77995,40.7192
3,1.13716,41.8618
4,2.0932,41.3531
5,2.00509,41.3275
6,1.345,41.0071
7,2.26561,41.4549
8,-0.376379,41.4281
9,1.20464,41.574
10,1.00007,40.9378
11,0.99736,41.1714
12,0.134799,41.8113
13,2.47585,41.6346
14,-3.0587,41.3887
15,0.73266,41.4888
16,0.35745,41.8429
17,0.157674,41.7513
18,2.69103,41.8298
19,0.536346,41.5344
20,2.46873,41.4813
21,-1.91946,40.8824
22,3.44394,41.3349
23,2.88157,41.1534
24,-0.53933,41.4057
25,-0.0276636,41.1127
26,0.0933292,41.0051
27,0.209173,41.7993
28,-0.0668266,41.7829
29,1.79969,42.3177
30,0.510155,41.6298
31,0.138588,41.1531
32,-0.0175984,41.694
33,0.618498,41.4093
34,-2.63433,41.9534
35,2.01141,41.222
36,5.57577,41.5869
37,1.40539,41.53
38,3.55797,41.8688
39,2.68052,41.3868
40,2.95654,41.486
41,-0.391807,41.2361
42,4.00381,41.4221
43,1.44796,41.0426
44,0.201187,41.4562
45,0.795719,41.6564
46,0.502018,41.5292
47,0.290078,41.6987
48,1.19913,40.799
49,-1.28096,41.1171
50,0.030134,41.4093
51,1.99597,41.7064
52,3.11367,41.4872
53,0.546399,41.5257
54,-1.00433,41.3616
55,1.22587,42.0243
56,-0.202468,41.863
57,-1.40362,40.9709
58,0.977844,40.6544
59,2.66858,41.613
60,3.87692,41.5591
61,2.62824,41.4168
62,2.06543,41.3289
63,-1.63482,41.3223
64,2.00123,41.8628
65,3.64504,42.0131
66,-2.36311,41.4501
67,2.6411,41.6433
68,-2.92099,40.9228
69,1.66685,41.3844
70,1.35976,41.4936
71,2.40343,42.0717
72,-0.156466,41.3901
73,-0.149501,41.3361
74,2.31285,41.3771
75,2.73428,41.6682
76,0.703931,40.8069
77,2.65785,41.2811
78,4.18733,41.6706
79,0.21038,41.3822
80,-2.37222,41.5596
81,2.14842,42.1958
82,3.90696,41.487
83,0.805582,40.9885
84,2.88554,41.7446
85,0.4224,41.6881
86,4.28893,41.7292
87,0.709065,41.6168
88,-1.114,41.4017
89,0.00767159,41.3293
90,2.98833,41.0246
91,-0.895292,41.5051
92,3.71451,41.4277
93,-0.34788,40.9151
94,3.6333,41.5624
95,3.86924,41.0564
96,-0.228855,40.791
97,3.10995,41.9408
98,2.41484,41.1329
99,3.09267,41.8441
100,-1.40569,40.9844
101,2.83167,41.5767
102,-2.08925,41.8549
103,-0.0413047,41.4111
104,0.99321,41.2289
105,5.49799,42.229
106,4.56593,41.3131
107,2.62767,41.2001
108,1.86702,41.0572
109,0.99447,40.9706
110,1.35799,41.9985
111,0.965753,41.2944
112,5.09559,41.0741
113,1.36247,41.1762
114,1.69922,41.2959
115,3.16355,41.7048
116,5.25389,41.8303
117,0.531934,41.5568
118,3.28948,41.5843
119,0.10212,41.6421
120,-2.09836,41.0296
121,1.1946,41.225
122,0.0879961,41.7027
123,-0.344577,41.9871
124,-0.195498,41.2088
125,2.2287,41.8828
126,3.68595,41.7489
127,2.78496,41.4375
128,-1.03866,41.3832
129,0.83488,40.8743
130,1.10206,41.6165
131,2.73045,42.2562
132,1.85942,42.4662
133,-2.90953,41.7232
134,3.17061,41.78
135,-1.28675,41.7713
136,3.19275,41.3024
