,0
0,0
1,0
2,0
3,0
4,5
5,0
6,0
7,5
8,7
9,4
10,0
11,8
12,5
13,0
14,8
15,8
16,0
17,11
18,5
19,0
20,0
21,5
22,0
23,3
24,5
25,0
26,7
27,10
28,8
29,6
30,0
31,4
32,4
33,5
34,0
35,0
36,0
37,4
38,0
39,5
40,0
41,8
42,0
43,3
44,0
45,0
46,0
47,0
48,0
49,5
50,5
51,0
52,10
53,4
54,10
55,7
56,0
57,10
58,4
59,8
60,5
61,0
62,3
63,5
64,4
65,0
66,6
67,7
68,8
69,0
70,5
71,0
72,5
73,0
74,0
75,0
76,5
77,0
78,0
79,6
80,0
81,0
82,5
83,0
84,10
85,0
86,8
87,5
88,5
89,0
90,5
91,9
92,0
93,0
94,0
95,4
96,4
97,0
98,4
99,0
100,0
101,5
102,4
103,4
104,8
105,0
106,7
107,0
108,5
109,7
110,4
111,3
112,0
113,2
114,5
115,6
116,0
117,5
118,4
119,0
120,10
121,8
122,0
123,0
124,0
125,5
126,0
127,4
128,7
129,3
130,8
131,5
132,3
133,0
134,2
135,0
136,0
137,0
138,7
139,6
140,0
141,0
142,5
143,4
144,10
145,0
146,4
147,3
148,8
149,0
150,0
151,4
152,11
153,5
154,0
155,0
156,7
157,5
158,6
159,10
160,0
161,0
162,7
163,5
164,0
165,5
166,0
167,8
168,3
169,0
170,6
171,10
172,8
173,0
174,5
175,3
176,4
177,0
178,0
179,4
180,0
181,0
182,4
183,0
184,8
185,5
186,0
187,5
188,0
189,5
190,6
191,8
192,6
193,0
194,7
195,5
196,4
197,5
198,3
199,10
200,8
201,4
202,0
203,11
204,4
205,0
206,0
207,0
208,5
209,0
210,0
211,8
212,5
213,0
214,0
215,4
216,7
217,10
218,7
219,0
220,0
221,5
222,0
223,7
224,2
225,0
226,5
227,0
228,0
229,5
230,10
231,6
232,0
233,8
234,4
235,0
236,7
237,0
238,11
239,0
240,6
241,0
242,5
243,4
244,0
245,5
246,0
247,0
248,3
249,0
250,4
251,5
252,0
253,0
254,5
255,0
256,4
257,11
258,0
259,0
260,6
261,4
262,0
263,8
264,0
265,5
266,0
267,5
268,0
269,4
270,0
271,6
272,0
273,11
274,2
275,6
276,0
277,3
278,5
279,0
280,5
281,10
282,0
283,4
284,0
285,0
286,0
287,7
288,0
289,0
290,3
291,5
292,0
293,11
294,9
295,8
296,0
297,4
298,6
299,0
300,0
301,0
302,3
303,5
304,4
305,5
306,4
307,6
308,0
309,11
310,8
311,5
312,10
313,5
314,5
315,4
316,6
317,0
318,0
319,5
320,7
321,0
322,0
323,5
324,10
325,4
326,0
327,0
328,4
329,5
330,0
331,4
332,0
333,0
334,7
335,0
336,0
337,8
338,5
339,0
340,7
341,0
342,10
343,0
344,0
345,5
346,4
347,0
348,3
349,4
350,4
351,4
352,9
353,5
354,8
355,0
356,5
357,5
358,3
359,6
360,10
361,4
362,8
363,5
364,0
365,4
366,0
367,0
368,5
369,8
370,0
371,0
372,4
373,11
374,0
375,6
376,0
377,10
378,10
379,0
380,0
381,5
382,0
383,0
384,8
385,0
386,4
387,5
388,0
389,10
390,5
391,0
392,0
393,4
394,5
395,0
396,0
397,5
398,0
399,8
400,5
401,7
402,0
403,11
404,5
405,10
406,4
407,0
408,5
409,0
410,6
411,5
412,8
413,0
414,4
415,5
416,0
417,0
418,0
419,6
420,2
421,0
422,5
423,4
424,4
425,7
426,0
427,0
428,0
429,0
430,0
431,5
432,0
433,10
434,0
435,0
436,0
437,7
438,0
439,0
440,0
441,4
442,0
443,0
444,0
445,6
446,0
447,0
448,5
449,4
450,8
451,0
452,0
453,8
454,6
455,4
456,0
457,0
458,4
459,0
460,3
461,5
462,5
463,0
464,5
465,4
466,4
467,0
468,10
469,5
470,0
471,8
472,0
473,0
474,6
475,5
476,0
477,11
478,4
479,7
480,0
481,0
482,10
483,0
484,5
485,0
486,5
487,0
488,4
489,0
490,0
491,10
492,0
493,3
494,0
495,5
496,4
497,6
498,0
499,5
500,8
501,0
502,0
503,0
504,4
505,0
506,4
507,5
508,11
509,0
510,0
511,5
512,4
513,0
514,8
515,5
516,10
517,5
518,0
519,0
520,0
521,0
522,8
523,5
524,0
525,4
526,0
527,7
528,5
529,0
530,5
531,11
532,0
