,33
0,0
1,1
2,1
3,0
4,0
5,0
6,1
7,0
8,0
9,1
10,0
11,1
12,0
13,0
14,1
15,1
16,0
17,0
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,1
31,1
32,1
33,0
34,1
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,1
43,0
44,1
45,1
46,1
47,0
48,1
49,0
50,1
51,0
52,1
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,0
70,1
71,0
72,0
73,1
74,1
75,0
76,1
77,0
78,1
79,1
80,0
81,0
82,1
83,1
84,1
85,1
86,1
87,1
88,0
89,1
90,1
91,1
92,1
93,0
94,0
95,1
96,0
97,0
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,0
106,0
107,1
108,0
109,1
110,1
111,0
112,1
113,0
114,1
115,1
116,1
117,1
118,0
119,0
120,1
121,1
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,0
130,0
131,0
132,1
133,0
134,1
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,0
143,0
144,1
145,1
146,1
147,1
148,1
149,1
150,0
151,0
152,1
153,1
154,0
155,1
156,0
157,0
158,1
159,0
160,0
161,1
162,0
163,0
164,0
165,1
166,0
167,0
168,1
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,1
177,0
178,0
179,1
180,0
181,0
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,1
190,1
191,1
192,1
193,1
194,1
195,0
196,1
197,0
198,0
199,1
200,0
201,0
202,0
203,1
204,1
205,1
206,0
207,0
208,1
209,1
210,0
211,0
212,0
213,1
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,1
224,0
225,0
226,1
227,0
228,1
229,0
230,0
231,1
232,0
233,0
234,1
235,0
236,0
237,1
238,0
239,0
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,1
248,1
249,0
250,1
251,0
252,0
253,1
254,0
255,1
256,1
257,1
258,0
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,1
273,0
274,1
275,0
276,1
277,1
278,1
279,0
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,1
289,0
290,1
291,0
292,1
293,1
294,1
295,0
296,1
297,0
298,1
299,1
300,0
301,1
302,0
303,1
304,0
305,0
306,0
307,1
308,0
309,1
310,0
311,1
312,0
313,0
314,0
315,1
316,1
317,0
318,1
319,0
320,1
321,0
322,0
323,0
324,1
325,0
326,0
327,1
328,1
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,1
337,0
338,0
339,1
340,1
341,0
342,0
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,0
351,1
352,0
353,0
354,0
355,0
356,0
357,1
358,0
359,1
360,0
361,0
362,0
363,0
364,1
365,1
366,0
367,0
368,0
369,0
370,1
371,0
372,1
373,1
374,0
375,1
376,1
377,1
378,0
379,0
380,0
381,0
382,0
383,1
384,1
385,0
386,1
387,0
388,0
389,0
390,0
391,1
392,0
393,1
394,0
395,0
396,0
397,1
398,1
399,0
400,1
401,0
402,0
403,0
404,0
405,1
406,1
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,0
415,1
416,0
417,0
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,1
438,0
439,0
440,0
441,1
442,1
443,1
444,1
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,1
453,1
454,1
455,0
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,0
464,0
465,0
466,0
467,1
468,1
469,1
470,0
471,1
472,1
473,0
474,1
475,0
476,0
477,0
478,0
479,1
480,0
481,1
482,1
483,0
484,0
485,0
486,1
487,1
488,0
489,1
490,0
491,0
492,1
493,1
494,0
495,1
496,0
497,0
498,1
499,1
500,1
501,1
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,1
520,0
521,1
522,1
523,0
524,1
525,1
526,0
527,0
528,0
529,1
530,0
531,1
532,1
533,1
534,0
535,0
536,0
537,0
538,1
539,1
540,1
541,1
542,0
543,1
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,1
555,1
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,1
577,1
578,1
579,1
580,0
581,1
582,0
583,0
584,1
585,1
586,0
587,0
588,1
589,0
590,0
591,0
592,0
593,1
594,0
595,0
596,0
597,1
598,1
599,1
600,0
601,1
602,0
603,1
604,0
605,1
606,0
607,0
608,0
609,1
610,0
611,1
612,0
613,1
614,0
615,1
616,1
617,0
618,0
619,1
620,0
621,0
622,1
623,0
624,0
625,1
626,1
627,0
628,1
629,1
630,0
631,0
632,1
633,0
634,1
635,1
636,0
637,1
638,1
639,0
640,0
641,0
642,1
643,1
644,1
645,1
646,0
647,0
648,0
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,0
657,0
658,1
659,1
660,1
661,0
662,0
663,0
664,0
665,0
666,0
667,1
668,0
669,0
670,0
671,0
672,0
673,0
674,1
675,1
676,0
677,0
678,1
679,1
680,1
681,0
682,1
683,1
684,1
685,0
686,0
687,0
688,0
689,1
690,0
691,1
692,0
693,1
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,1
714,0
715,0
716,1
717,0
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,1
728,0
729,1
730,1
731,1
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,0
746,0
747,1
748,0
749,0
750,0
751,0
752,1
753,0
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,0
762,0
763,1
764,0
765,0
766,1
767,0
768,0
769,1
770,0
771,0
772,1
773,0
774,0
775,1
776,0
777,0
778,0
779,0
780,1
781,1
782,1
783,0
784,0
785,0
786,0
787,0
788,1
789,0
790,1
791,1
792,0
793,0
794,0
795,1
796,0
797,0
798,1
799,0
800,0
801,0
802,1
803,0
804,0
805,0
806,1
807,1
808,1
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,1
817,0
818,1
819,1
820,0
821,1
822,1
823,0
824,0
825,1
826,0
827,0
828,1
829,0
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,1
838,0
839,0
840,1
841,0
842,1
843,1
844,0
845,0
846,1
847,1
848,1
849,0
850,1
851,1
852,1
853,0
854,1
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,0
863,1
864,0
865,1
866,1
867,0
868,1
869,0
870,1
871,0
872,0
873,0
874,0
875,0
876,1
877,0
878,1
879,1
880,0
881,0
882,0
883,1
884,0
885,1
886,0
887,1
888,0
889,1
890,0
891,0
892,1
893,1
894,1
895,0
896,0
897,1
898,1
899,1
900,1
901,0
902,1
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,1
911,1
912,0
913,0
914,1
915,1
916,1
917,1
918,1
919,0
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,1
930,1
931,1
932,0
933,1
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,0
949,1
950,0
951,1
952,1
953,0
954,1
955,1
956,1
957,1
958,1
959,0
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,1
968,1
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,1
977,0
978,1
979,1
980,0
981,0
982,0
983,0
984,1
985,0
986,1
987,1
988,1
989,0
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,1
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,1
1014,0
1015,0
1016,0
1017,1
1018,0
1019,0
1020,1
1021,0
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,1
1035,1
1036,0
1037,0
1038,1
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
