min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,45.17207765579224,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,1,15,45.20652723312378,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,1,20,45.15482664108277,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,1,25,45.32418990135193,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,1,30,45.18678259849548,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,1,5,45.23302602767944,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,CLTree,cure-t2-4k_y.zip
2,2,10,45.24802231788635,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,2,15,45.10681653022766,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,2,20,45.16845774650574,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,2,25,45.11513233184815,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,2,30,45.23581075668335,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,2,5,45.14254212379456,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,10,45.18856048583984,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,15,45.22734785079956,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,20,45.10352444648743,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,25,45.19368028640747,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,30,45.23477745056152,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,3,5,45.14886522293091,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,10,45.18296575546265,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,15,45.011927127838135,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,20,45.107834339141846,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,25,45.18848514556885,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,30,45.034719467163086,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,4,5,45.18628263473511,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,10,45.21231007575989,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,15,45.04141998291016,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,20,45.11483669281006,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,25,45.17871403694153,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,30,45.043503761291504,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
2,5,5,45.24724769592285,0.0,0.0,0.0,0.2399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4898,CLTree,cure-t2-4k_y.zip
