n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.0062954425811767,-0.1202,29.685,2.3579,0.5243,0.0888,0.1888,0.1361,0.1415,0.286,0.094,0.1415,0.3655,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,1000.0,20,0.0063145160675048,-0.1202,29.685,2.3579,0.5243,0.0888,0.1888,0.1361,0.1415,0.286,0.094,0.1415,0.3655,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,100.0,100,0.0059826374053955,-0.1049,28.5613,2.3546,0.5348,0.1056,0.1835,0.138,0.1436,0.2779,0.0968,0.1436,0.399,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,100.0,20,0.0063347816467285,-0.1202,29.685,2.3579,0.5243,0.0888,0.1888,0.1361,0.1415,0.286,0.094,0.1415,0.3655,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,20.0,20,0.0067384243011474,-0.0486,27.3494,2.6337,0.5215,0.0818,0.1712,0.1251,0.1306,0.2593,0.0873,0.1306,0.3684,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,inf,100,0.0063130855560302,-0.1202,29.685,2.3579,0.5243,0.0888,0.1888,0.1361,0.1415,0.286,0.094,0.1415,0.3655,skl_agglomerativeClust,wdbc_y.zip
10,correlation,average,inf,20,0.0063419342041015,-0.1202,29.685,2.3579,0.5243,0.0888,0.1888,0.1361,0.1415,0.286,0.094,0.1415,0.3655,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,1000.0,100,0.0061540603637695,-0.0093,30.3842,2.6278,0.5288,0.1003,0.2303,0.1572,0.1619,0.3488,0.1054,0.1619,0.3599,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,1000.0,20,0.0062954425811767,-0.0093,30.3842,2.6278,0.5288,0.1003,0.2303,0.1572,0.1619,0.3488,0.1054,0.1619,0.3599,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,100.0,100,0.0057892799377441,-0.0699,27.5285,3.1265,0.5212,0.085,0.1825,0.125,0.13,0.2765,0.085,0.13,0.3492,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,100.0,20,0.0061953067779541,-0.0093,30.3842,2.6278,0.5288,0.1003,0.2303,0.1572,0.1619,0.3488,0.1054,0.1619,0.3599,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,20.0,20,0.0060718059539794,-0.0512,28.9706,2.7116,0.5114,0.0664,0.1885,0.129,0.134,0.2854,0.0876,0.134,0.3296,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,inf,100,0.0061554908752441,-0.0093,30.3842,2.6278,0.5288,0.1003,0.2303,0.1572,0.1619,0.3488,0.1054,0.1619,0.3599,skl_agglomerativeClust,wdbc_y.zip
10,correlation,complete,inf,20,0.0059459209442138,-0.0093,30.3842,2.6278,0.5288,0.1003,0.2303,0.1572,0.1619,0.3488,0.1054,0.1619,0.3599,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,1000.0,100,0.0041460990905761,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,1000.0,20,0.0040066242218017,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,100.0,100,0.003782033920288,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,100.0,20,0.0040249824523925,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,20.0,20,0.0042026042938232,-0.3825,0.9175,1.4233,0.5273,-0.0051,0.0092,-0.0033,0.0237,0.014,0.0794,0.0237,0.7159,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,inf,100,0.0039916038513183,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,correlation,single,inf,20,0.004063606262207,-0.373,1.8502,1.2441,0.529,-0.0014,0.0101,-0.0009,0.0261,0.0153,0.0872,0.0261,0.7171,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,1000.0,100,0.0063865184783935,-0.0411,48.6299,1.6402,0.7054,0.4275,0.5044,0.4442,0.4485,0.7639,0.3174,0.4485,0.6691,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,1000.0,20,0.0063617229461669,-0.0411,48.6299,1.6402,0.7054,0.4275,0.5044,0.4442,0.4485,0.7639,0.3174,0.4485,0.6691,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,100.0,100,0.0060224533081054,-0.0439,47.2953,1.5887,0.7622,0.535,0.534,0.4978,0.5019,0.8087,0.3638,0.5019,0.7442,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,100.0,20,0.0063395500183105,-0.0411,48.6299,1.6402,0.7054,0.4275,0.5044,0.4442,0.4485,0.7639,0.3174,0.4485,0.6691,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,20.0,20,0.0080399513244628,-0.0273,47.2986,1.6369,0.7428,0.4978,0.4955,0.4522,0.4564,0.7505,0.3279,0.4564,0.7198,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,inf,100,0.0063512325286865,-0.0411,48.6299,1.6402,0.7054,0.4275,0.5044,0.4442,0.4485,0.7639,0.3174,0.4485,0.6691,skl_agglomerativeClust,wdbc_y.zip
10,cosine,average,inf,20,0.006378173828125,-0.0411,48.6299,1.6402,0.7054,0.4275,0.5044,0.4442,0.4485,0.7639,0.3174,0.4485,0.6691,skl_agglomerativeClust,wdbc_y.zip
