eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.1,10,correlation,auto,4,0.2253100872039795,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,,,skl_DBSCAN,s-set1_y.zip
0.1,10,correlation,auto,4,0.2621240615844726,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,correlation,auto,4,0.2166581153869629,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,correlation,auto,4,0.2487225532531738,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,cosine,auto,4,0.2717494964599609,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,skl_DBSCAN,s-set1_y.zip
0.1,10,cosine,auto,4,0.2374529838562011,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,cosine,auto,4,0.2488265037536621,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,cosine,auto,4,0.2615194320678711,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,euclidean,auto,4,0.0185978412628173,0.6788,5615.6064,1.553,0.994,0.9502,2.6134,0.9549,0.9553,0.9655,0.9452,0.9553,0.9537,,,skl_DBSCAN,s-set1_y.zip
0.1,10,euclidean,auto,4,0.0189847946166992,0.6788,5615.6064,1.553,0.994,0.9502,2.6134,0.9549,0.9553,0.9655,0.9452,0.9553,0.9537,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,euclidean,auto,4,0.0189425945281982,0.6788,5615.6064,1.553,0.994,0.9502,2.6134,0.9549,0.9553,0.9655,0.9452,0.9553,0.9537,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,10,euclidean,auto,4,0.0188677310943603,0.6788,5615.6064,1.553,0.994,0.9502,2.6134,0.9549,0.9553,0.9655,0.9452,0.9553,0.9537,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,correlation,auto,4,0.2378962039947509,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,,,skl_DBSCAN,s-set1_y.zip
0.1,2,correlation,auto,4,0.2577970027923584,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,correlation,auto,4,0.2586798667907715,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,correlation,auto,4,0.2516560554504394,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,cosine,auto,4,0.2479255199432373,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,skl_DBSCAN,s-set1_y.zip
0.1,2,cosine,auto,4,0.2303171157836914,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,cosine,auto,4,0.2514448165893554,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,cosine,auto,4,0.284360408782959,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,euclidean,auto,4,0.0167913436889648,0.1008,1377.273,1.9999,0.9201,0.582,2.0525,0.8499,0.8512,0.7583,0.9702,0.8512,0.6663,,,skl_DBSCAN,s-set1_y.zip
0.1,2,euclidean,auto,4,0.0189611911773681,0.1008,1377.273,1.9999,0.9201,0.582,2.0525,0.8499,0.8512,0.7583,0.9702,0.8512,0.6663,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,euclidean,auto,4,0.0186913013458251,0.1008,1377.273,1.9999,0.9201,0.582,2.0525,0.8499,0.8512,0.7583,0.9702,0.8512,0.6663,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,2,euclidean,auto,4,0.0193338394165039,0.1008,1377.273,1.9999,0.9201,0.582,2.0525,0.8499,0.8512,0.7583,0.9702,0.8512,0.6663,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,correlation,auto,4,0.2257204055786132,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,,,skl_DBSCAN,s-set1_y.zip
0.1,5,correlation,auto,4,0.2592082023620605,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,correlation,auto,4,0.2644569873809814,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,correlation,auto,4,0.245434284210205,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,cosine,auto,4,0.2703297138214111,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,skl_DBSCAN,s-set1_y.zip
0.1,5,cosine,auto,4,0.2442257404327392,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,cosine,auto,4,0.2426052093505859,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,cosine,auto,4,0.2587378025054931,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,euclidean,auto,4,0.018845796585083,0.5348,4403.0012,1.589,0.9528,0.7082,2.2588,0.8949,0.8955,0.8345,0.9662,0.8955,0.7552,,,skl_DBSCAN,s-set1_y.zip
0.1,5,euclidean,auto,4,0.0190210342407226,0.5348,4403.0012,1.589,0.9528,0.7082,2.2588,0.8949,0.8955,0.8345,0.9662,0.8955,0.7552,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,euclidean,auto,4,0.01922607421875,0.5348,4403.0012,1.589,0.9528,0.7082,2.2588,0.8949,0.8955,0.8345,0.9662,0.8955,0.7552,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.1,5,euclidean,auto,4,0.0191366672515869,0.5348,4403.0012,1.589,0.9528,0.7082,2.2588,0.8949,0.8955,0.8345,0.9662,0.8955,0.7552,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,correlation,auto,4,0.223773717880249,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,,,skl_DBSCAN,s-set1_y.zip
0.25,10,correlation,auto,4,0.2544488906860351,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,correlation,auto,4,0.2558953762054443,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,correlation,auto,4,0.2397990226745605,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,cosine,auto,4,0.2633194923400879,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,skl_DBSCAN,s-set1_y.zip
0.25,10,cosine,auto,4,0.2580370903015136,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,cosine,auto,4,0.2815990447998047,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,cosine,auto,4,0.2893233299255371,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,euclidean,auto,4,0.0267448425292968,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,skl_DBSCAN,s-set1_y.zip
0.25,10,euclidean,auto,4,0.024569034576416,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,euclidean,auto,4,0.0268747806549072,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,100.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,10,euclidean,auto,4,0.0243961811065673,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,inf,20.0,skl_DBSCAN,s-set1_y.zip
0.25,2,correlation,auto,4,0.2225539684295654,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,,,skl_DBSCAN,s-set1_y.zip
0.25,2,correlation,auto,4,0.2569975852966308,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,1000.0,20.0,skl_DBSCAN,s-set1_y.zip
0.25,2,correlation,auto,4,0.2166042327880859,0.3455,2861.2145,1.2142,0.5582,0.1168,0.5956,0.3498,0.3504,0.22,0.8598,0.3504,0.3427,100.0,20.0,skl_DBSCAN,s-set1_y.zip
