eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.1,10,correlation,auto,4,0.0161759853363037,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,correlation,auto,4,0.0152106285095214,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,correlation,auto,4,0.0156643390655517,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,correlation,auto,4,0.0152499675750732,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,cosine,auto,4,0.0159053802490234,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,cosine,auto,4,0.0121490955352783,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,cosine,auto,4,0.0121281147003173,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,cosine,auto,4,0.0123407840728759,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,euclidean,auto,4,0.0075390338897705,0.1549,193.9417,1.4293,0.7611,0.4012,0.8509,0.6041,0.6065,0.6449,0.5725,0.6065,0.5661,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,euclidean,auto,4,0.0074293613433837,0.1549,193.9417,1.4293,0.7611,0.4012,0.8509,0.6041,0.6065,0.6449,0.5725,0.6065,0.5661,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,euclidean,auto,4,0.0046308040618896,0.1549,193.9417,1.4293,0.7611,0.4012,0.8509,0.6041,0.6065,0.6449,0.5725,0.6065,0.5661,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,10,euclidean,auto,4,0.0048146247863769,0.1549,193.9417,1.4293,0.7611,0.4012,0.8509,0.6041,0.6065,0.6449,0.5725,0.6065,0.5661,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,correlation,auto,4,0.0229668617248535,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,correlation,auto,4,0.0157792568206787,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,correlation,auto,4,0.0154056549072265,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,correlation,auto,4,0.0152451992034912,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,cosine,auto,4,0.0243051052093505,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,cosine,auto,4,0.0125160217285156,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,cosine,auto,4,0.0121223926544189,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,cosine,auto,4,0.019615888595581,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,euclidean,auto,4,0.0115904808044433,-0.0144,126.8363,2.0083,0.8892,0.6903,1.2235,0.6945,0.7063,0.9273,0.5704,0.7063,0.7771,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,euclidean,auto,4,0.0094866752624511,-0.0144,126.8363,2.0083,0.8892,0.6903,1.2235,0.6945,0.7063,0.9273,0.5704,0.7063,0.7771,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,euclidean,auto,4,0.0068175792694091,-0.0144,126.8363,2.0083,0.8892,0.6903,1.2235,0.6945,0.7063,0.9273,0.5704,0.7063,0.7771,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,2,euclidean,auto,4,0.0082066059112548,-0.0144,126.8363,2.0083,0.8892,0.6903,1.2235,0.6945,0.7063,0.9273,0.5704,0.7063,0.7771,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,5,correlation,auto,4,0.0162863731384277,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_DBSCAN,2d-4c-no9_y.zip
0.1,5,correlation,auto,4,0.013838768005371,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,5,correlation,auto,4,0.0156311988830566,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,5,correlation,auto,4,0.0155072212219238,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_DBSCAN,2d-4c-no9_y.zip
0.1,5,cosine,auto,4,0.0155661106109619,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,,,skl_DBSCAN,2d-4c-no9_y.zip
