eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.1,10,correlation,auto,4,0.0848944187164306,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,,,skl_DBSCAN,2d-d31_y.zip
0.1,10,correlation,auto,4,0.08223557472229,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,1000.0,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,correlation,auto,4,0.0823376178741455,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,100.0,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,correlation,auto,4,0.1004638671875,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,inf,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,cosine,auto,4,0.0949978828430175,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,,,skl_DBSCAN,2d-d31_y.zip
0.1,10,cosine,auto,4,0.097050666809082,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,1000.0,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,cosine,auto,4,0.0899176597595214,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,100.0,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,cosine,auto,4,0.096292495727539,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,inf,20.0,skl_DBSCAN,2d-d31_y.zip
0.1,10,euclidean,auto,4,0.0089893341064453,0.3457,1462.8679,1.5294,0.9378,0.4587,2.5493,0.8198,0.8256,0.7424,0.9298,0.8256,0.5486,,,skl_DBSCAN,2d-d31_y.zip
0.1,10,euclidean,auto,4,0.0082201957702636,0.3457,1462.8679,1.5294,0.9378,0.4587,2.5493,0.8198,0.8256,0.7424,0.9298,0.8256,0.5486,1000.0,20.0,skl_DBSCAN,2d-d31_y.zip
