amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,100,0.0112178325653076,0.1588,96.2255,1.5348,0.5076,0.0743,0.0984,0.0684,0.0726,0.1521,0.0477,0.0726,0.3516,pyc_xmeans,diabetes_y.zip
10,10,1000.0,20,0.0119154453277587,0.1572,99.3986,1.4993,0.4986,0.0577,0.0939,0.0654,0.0696,0.1451,0.0458,0.0696,0.3347,pyc_xmeans,diabetes_y.zip
10,10,100.0,100,0.0098054409027099,0.1729,102.2587,1.4433,0.5073,0.0729,0.1025,0.0719,0.076,0.1584,0.05,0.076,0.3545,pyc_xmeans,diabetes_y.zip
10,10,100.0,20,0.0541417598724365,0.1583,97.5004,1.4827,0.5063,0.0727,0.1085,0.0756,0.0798,0.1678,0.0523,0.0798,0.3469,pyc_xmeans,diabetes_y.zip
10,10,20.0,20,0.0118939876556396,0.1716,100.2958,1.4609,0.5103,0.0785,0.0991,0.0694,0.0736,0.1532,0.0484,0.0736,0.3599,pyc_xmeans,diabetes_y.zip
10,10,inf,100,0.0109848976135253,0.154,100.4811,1.5357,0.4972,0.0569,0.0957,0.0653,0.0693,0.1479,0.0453,0.0693,0.3248,pyc_xmeans,diabetes_y.zip
10,10,inf,20,0.0107557773590087,0.173,98.9582,1.4864,0.5134,0.0829,0.0937,0.0662,0.0704,0.1448,0.0465,0.0704,0.3703,pyc_xmeans,diabetes_y.zip
10,14,1000.0,100,0.0151152610778808,0.1673,82.7067,1.398,0.5067,0.0703,0.0999,0.0699,0.0753,0.1545,0.0497,0.0753,0.3585,pyc_xmeans,diabetes_y.zip
10,14,1000.0,20,0.0130693912506103,0.1637,97.586,1.4651,0.5058,0.0729,0.1132,0.0768,0.0812,0.175,0.0529,0.0812,0.3416,pyc_xmeans,diabetes_y.zip
10,14,100.0,100,0.0154821872711181,0.1622,95.7743,1.5154,0.5075,0.0761,0.1173,0.0792,0.0836,0.1814,0.0543,0.0836,0.3446,pyc_xmeans,diabetes_y.zip
10,14,100.0,20,0.0277628898620605,0.1485,85.6385,1.3277,0.5028,0.0661,0.1062,0.0722,0.0774,0.1642,0.0506,0.0774,0.34,pyc_xmeans,diabetes_y.zip
10,14,20.0,20,0.0125994682312011,0.1512,97.2521,1.5332,0.5038,0.0701,0.1186,0.0791,0.0834,0.1834,0.054,0.0834,0.3342,pyc_xmeans,diabetes_y.zip
10,14,inf,100,0.0098042488098144,0.1721,101.3029,1.493,0.5143,0.0848,0.1095,0.0778,0.0819,0.1693,0.054,0.0819,0.3709,pyc_xmeans,diabetes_y.zip
10,14,inf,20,0.0161888599395751,0.169,81.7391,1.3354,0.5159,0.0884,0.1056,0.0729,0.0782,0.1633,0.0514,0.0782,0.3717,pyc_xmeans,diabetes_y.zip
10,18,1000.0,100,0.0137453079223632,0.1545,90.2502,1.3917,0.5034,0.0671,0.1016,0.0694,0.0741,0.1571,0.0485,0.0741,0.3413,pyc_xmeans,diabetes_y.zip
10,18,1000.0,20,0.0161037445068359,0.1615,83.5065,1.3453,0.5043,0.0672,0.0978,0.0675,0.0729,0.1512,0.048,0.0729,0.3489,pyc_xmeans,diabetes_y.zip
10,18,100.0,100,0.010500431060791,0.1735,95.0689,1.346,0.5091,0.0742,0.0929,0.0671,0.0715,0.1436,0.0476,0.0715,0.3653,pyc_xmeans,diabetes_y.zip
10,18,100.0,20,0.0147490501403808,0.1674,92.8762,1.3282,0.5091,0.0771,0.1177,0.0818,0.0864,0.182,0.0567,0.0864,0.3541,pyc_xmeans,diabetes_y.zip
10,18,20.0,20,0.0155322551727294,0.1625,93.0526,1.4669,0.505,0.0705,0.109,0.0746,0.0791,0.1686,0.0517,0.0791,0.3432,pyc_xmeans,diabetes_y.zip
10,18,inf,100,0.0181550979614257,0.1609,88.9417,1.4079,0.5082,0.0765,0.1089,0.0728,0.0778,0.1683,0.0506,0.0778,0.3491,pyc_xmeans,diabetes_y.zip
10,18,inf,20,0.0217242240905761,0.1548,85.1799,1.3163,0.507,0.0742,0.1125,0.0768,0.082,0.174,0.0537,0.082,0.3474,pyc_xmeans,diabetes_y.zip
10,22,1000.0,100,0.0159857273101806,0.1532,85.9217,1.4439,0.5003,0.0629,0.1009,0.0666,0.0716,0.156,0.0465,0.0716,0.3299,pyc_xmeans,diabetes_y.zip
10,22,1000.0,20,0.0158145427703857,0.1633,85.9502,1.3902,0.508,0.0757,0.1097,0.0742,0.0792,0.1697,0.0517,0.0792,0.3499,pyc_xmeans,diabetes_y.zip
10,22,100.0,100,0.0163438320159912,0.1653,89.9488,1.3557,0.5056,0.0732,0.1198,0.0797,0.0846,0.1852,0.0548,0.0846,0.3387,pyc_xmeans,diabetes_y.zip
10,22,100.0,20,0.0155277252197265,0.1687,79.3817,1.2375,0.511,0.0779,0.0981,0.0696,0.0753,0.1516,0.0501,0.0753,0.3675,pyc_xmeans,diabetes_y.zip
10,22,20.0,20,0.0109713077545166,0.156,101.8371,1.5949,0.5061,0.0743,0.1114,0.0753,0.0791,0.1722,0.0514,0.0791,0.3392,pyc_xmeans,diabetes_y.zip
10,22,inf,100,0.0125575065612792,0.144,92.1058,1.4198,0.4987,0.0601,0.1125,0.0766,0.0812,0.1739,0.0529,0.0812,0.3264,pyc_xmeans,diabetes_y.zip
10,22,inf,20,0.0207340717315673,0.1708,77.1861,1.1804,0.5021,0.065,0.1057,0.0699,0.0762,0.1635,0.0497,0.0762,0.3385,pyc_xmeans,diabetes_y.zip
10,2,1000.0,100,0.0083599090576171,0.16,101.4587,1.5265,0.506,0.0719,0.1146,0.0799,0.0839,0.1772,0.055,0.0839,0.347,pyc_xmeans,diabetes_y.zip
10,2,1000.0,20,0.0072522163391113,0.163,101.7001,1.4947,0.5126,0.084,0.1138,0.0795,0.0836,0.176,0.0548,0.0836,0.3593,pyc_xmeans,diabetes_y.zip
10,2,100.0,100,0.0090112686157226,0.1574,101.3856,1.5015,0.4955,0.0542,0.0954,0.0641,0.068,0.1475,0.0442,0.068,0.3198,pyc_xmeans,diabetes_y.zip
