n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.0122451782226562,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,1000.0,20,0.0122199058532714,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,100.0,100,0.0123484134674072,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,100.0,20,0.0122272968292236,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,20.0,20,0.0129909515380859,0.6983,12.0918,0.2992,0.5302,0.0106,0.0108,0.0109,0.0285,0.0162,0.1163,0.0285,0.7201,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,inf,100,0.012244701385498,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,average,inf,20,0.0122206211090087,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,1000.0,100,0.0120668411254882,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,1000.0,20,0.0120496749877929,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,100.0,100,0.0121586322784423,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,100.0,20,0.0121393203735351,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,20.0,20,0.0123136043548583,0.6681,18.2452,0.4677,0.5297,0.0112,0.0109,0.0108,0.0271,0.0163,0.0795,0.0271,0.7147,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,inf,100,0.0120813846588134,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,complete,inf,20,0.0115735530853271,0.6394,17.3254,0.4396,0.5324,0.0167,0.014,0.0189,0.0352,0.0211,0.1065,0.0352,0.7173,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,1000.0,100,0.0067300796508789,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,1000.0,20,0.0067660808563232,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,100.0,100,0.0066726207733154,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,100.0,20,0.0066955089569091,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,20.0,20,0.0069470405578613,0.6928,12.0916,0.311,0.5302,0.0106,0.0108,0.011,0.0285,0.0162,0.1171,0.0285,0.7201,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,inf,100,0.006704568862915,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,correlation,single,inf,20,0.0067417621612548,0.7001,11.035,0.2245,0.5296,0.0092,0.0097,0.0081,0.0259,0.0146,0.1134,0.0259,0.7205,skl_agglomerativeClust,titanic_y.zip
10,cosine,average,1000.0,100,0.0121924877166748,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
10,cosine,average,1000.0,20,0.0186140537261962,0.6798,15.8083,0.4376,0.5313,0.0139,0.0118,0.0135,0.0302,0.0178,0.0999,0.0302,0.718,skl_agglomerativeClust,titanic_y.zip
