min_samples,max_eps,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,inf,correlation,auto,4,2.406165838241577,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_OPTICS,2d-4c-no9_y.zip
10,inf,correlation,auto,4,2.156574249267578,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,correlation,auto,4,2.170947790145874,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,correlation,auto,4,2.148198366165161,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,cosine,auto,4,4.493650436401367,-0.2277,46.0732,3.9874,0.6942,0.0675,0.8924,0.3913,0.4096,0.6764,0.2938,0.4096,0.2383,,,skl_OPTICS,2d-4c-no9_y.zip
10,inf,cosine,auto,4,3.4531373977661133,-0.2277,46.0732,3.9874,0.6942,0.0675,0.8924,0.3913,0.4096,0.6764,0.2938,0.4096,0.2383,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,cosine,auto,4,3.62689208984375,-0.2277,46.0732,3.9874,0.6942,0.0675,0.8924,0.3913,0.4096,0.6764,0.2938,0.4096,0.2383,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,cosine,auto,4,3.2491884231567383,-0.2277,46.0732,3.9874,0.6942,0.0675,0.8924,0.3913,0.4096,0.6764,0.2938,0.4096,0.2383,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,euclidean,auto,4,1.57623291015625,-0.5156,19.5182,1.4395,0.4594,0.0352,0.2933,0.2406,0.2542,0.2223,0.2968,0.2542,0.4452,,,skl_OPTICS,2d-4c-no9_y.zip
10,inf,euclidean,auto,4,1.6093764305114746,-0.5156,19.5182,1.4395,0.4594,0.0352,0.2933,0.2406,0.2542,0.2223,0.2968,0.2542,0.4452,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,euclidean,auto,4,1.6250617504119873,-0.5156,19.5182,1.4395,0.4594,0.0352,0.2933,0.2406,0.2542,0.2223,0.2968,0.2542,0.4452,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
10,inf,euclidean,auto,4,1.5959999561309814,-0.5156,19.5182,1.4395,0.4594,0.0352,0.2933,0.2406,0.2542,0.2223,0.2968,0.2542,0.4452,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,correlation,auto,4,2.4443438053131104,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_OPTICS,2d-4c-no9_y.zip
20,inf,correlation,auto,4,2.12514877319336,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,correlation,auto,4,2.3846898078918457,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,correlation,auto,4,2.1234984397888184,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,cosine,auto,4,3.894863605499268,-0.2418,60.0879,2.7814,0.6187,0.0711,0.6125,0.3748,0.384,0.4643,0.3274,0.384,0.3388,,,skl_OPTICS,2d-4c-no9_y.zip
20,inf,cosine,auto,4,3.074188470840454,-0.2418,60.0879,2.7814,0.6187,0.0711,0.6125,0.3748,0.384,0.4643,0.3274,0.384,0.3388,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,cosine,auto,4,3.413954019546509,-0.2418,60.0879,2.7814,0.6187,0.0711,0.6125,0.3748,0.384,0.4643,0.3274,0.384,0.3388,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,cosine,auto,4,3.2583768367767334,-0.2418,60.0879,2.7814,0.6187,0.0711,0.6125,0.3748,0.384,0.4643,0.3274,0.384,0.3388,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,euclidean,auto,4,1.823890686035156,-0.0033,387.0968,1.3546,0.7823,0.5342,0.7698,0.6516,0.6537,0.5834,0.7432,0.6537,0.7069,,,skl_OPTICS,2d-4c-no9_y.zip
20,inf,euclidean,auto,4,1.6444413661956787,-0.0033,387.0968,1.3546,0.7823,0.5342,0.7698,0.6516,0.6537,0.5834,0.7432,0.6537,0.7069,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,euclidean,auto,4,1.6104817390441897,-0.0033,387.0968,1.3546,0.7823,0.5342,0.7698,0.6516,0.6537,0.5834,0.7432,0.6537,0.7069,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
20,inf,euclidean,auto,4,1.6007778644561768,-0.0033,387.0968,1.3546,0.7823,0.5342,0.7698,0.6516,0.6537,0.5834,0.7432,0.6537,0.7069,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
2,inf,correlation,auto,4,2.132454395294189,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,skl_OPTICS,2d-4c-no9_y.zip
2,inf,correlation,auto,4,2.125915765762329,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,1000.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
2,inf,correlation,auto,4,2.257056713104248,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,100.0,20.0,skl_OPTICS,2d-4c-no9_y.zip
2,inf,correlation,auto,4,2.1330246925354004,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,inf,20.0,skl_OPTICS,2d-4c-no9_y.zip
2,inf,cosine,auto,4,4.616159677505493,-0.4259,16.0068,10.7266,0.7203,0.0126,1.1882,0.2229,0.3519,0.9006,0.2186,0.3519,0.0854,,,skl_OPTICS,2d-4c-no9_y.zip
