min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,2.110080480575561,-0.0152,28.8586,1.5447,0.539,0.026,0.0056,0.0051,0.0099,0.0087,0.0114,0.0099,0.6681,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,1000.0,20,2.090216875076294,-0.0152,28.8586,1.5447,0.539,0.026,0.0056,0.0051,0.0099,0.0087,0.0114,0.0099,0.6681,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,100.0,100,1.8312721252441408,0.0167,32.3512,1.5299,0.5397,0.0296,0.0054,0.0047,0.0093,0.0084,0.0105,0.0093,0.6648,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,100.0,20,1.9263036251068115,-0.0152,28.8586,1.5447,0.539,0.026,0.0056,0.0051,0.0099,0.0087,0.0114,0.0099,0.6681,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,20.0,20,2.0000970363616943,-0.0834,21.9488,1.4189,0.5405,0.0198,0.0057,0.0057,0.011,0.0088,0.0148,0.011,0.6862,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,inf,100,1.9104087352752688,-0.0152,28.8586,1.5447,0.539,0.026,0.0056,0.0051,0.0099,0.0087,0.0114,0.0099,0.6681,skl_OPTICS,diabetes_y.zip
10,inf,correlation,auto,4,inf,20,1.8748645782470703,-0.0152,28.8586,1.5447,0.539,0.026,0.0056,0.0051,0.0099,0.0087,0.0114,0.0099,0.6681,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,1000.0,100,4.293564319610596,-0.1444,24.8371,1.3678,0.5393,0.0429,0.0255,0.0301,0.0368,0.0395,0.0345,0.0368,0.6375,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,1000.0,20,4.17066764831543,-0.1444,24.8371,1.3678,0.5393,0.0429,0.0255,0.0301,0.0368,0.0395,0.0345,0.0368,0.6375,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,100.0,100,4.811448574066162,-0.1183,29.037,1.386,0.5256,0.0074,0.014,0.0168,0.0221,0.0216,0.0225,0.0221,0.6399,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,100.0,20,4.074311256408691,-0.1444,24.8371,1.3678,0.5393,0.0429,0.0255,0.0301,0.0368,0.0395,0.0345,0.0368,0.6375,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,20.0,20,3.4936983585357666,-0.0119,27.9696,1.2619,0.5382,0.0196,0.0022,-0.0009,0.0041,0.0034,0.005,0.0041,0.6759,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,inf,100,3.963318347930908,-0.1444,24.8371,1.3678,0.5393,0.0429,0.0255,0.0301,0.0368,0.0395,0.0345,0.0368,0.6375,skl_OPTICS,diabetes_y.zip
10,inf,cosine,auto,4,inf,20,4.236229419708252,-0.1444,24.8371,1.3678,0.5393,0.0429,0.0255,0.0301,0.0368,0.0395,0.0345,0.0368,0.6375,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,1000.0,100,1.306687831878662,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,1000.0,20,1.2849867343902588,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,100.0,100,1.2737131118774414,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,100.0,20,1.3317620754241943,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,20.0,20,1.34203839302063,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,inf,100,1.2897160053253174,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
10,inf,euclidean,auto,4,inf,20,1.3052678108215332,0.2645,36.9293,1.0287,0.545,0.009,0.0011,0.0013,0.003,0.0018,0.0103,0.003,0.724,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,1000.0,100,2.0319247245788574,0.0891,37.721,1.3307,0.549,0.033,0.006,0.0099,0.0127,0.0092,0.0205,0.0127,0.7012,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,1000.0,20,1.8660492897033687,0.0891,37.721,1.3307,0.549,0.033,0.006,0.0099,0.0127,0.0092,0.0205,0.0127,0.7012,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,100.0,100,1.958295822143555,0.2864,49.4388,1.2026,0.5482,0.0198,0.0038,0.0079,0.0095,0.0058,0.0256,0.0095,0.7201,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,100.0,20,1.8725552558898928,0.0891,37.721,1.3307,0.549,0.033,0.006,0.0099,0.0127,0.0092,0.0205,0.0127,0.7012,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,20.0,20,1.930267333984375,0.2777,47.0489,1.1862,0.5474,0.0175,0.0031,0.0062,0.0079,0.0048,0.0217,0.0079,0.7203,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,inf,100,1.8738226890563965,0.0891,37.721,1.3307,0.549,0.033,0.006,0.0099,0.0127,0.0092,0.0205,0.0127,0.7012,skl_OPTICS,diabetes_y.zip
20,inf,correlation,auto,4,inf,20,1.9694266319274905,0.0891,37.721,1.3307,0.549,0.033,0.006,0.0099,0.0127,0.0092,0.0205,0.0127,0.7012,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,1000.0,100,4.104702711105347,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,1000.0,20,4.425829887390137,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,100.0,100,3.639525413513184,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,100.0,20,4.192513704299927,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,20.0,20,4.893576860427856,-0.0725,18.4707,1.6947,0.5233,-0.0314,0.0184,0.0432,0.0448,0.0284,0.106,0.0448,0.6979,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,inf,100,3.8050262928009033,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,cosine,auto,4,inf,20,4.103073835372925,0.0618,17.5168,1.5164,0.5466,0.0134,0.0023,0.0041,0.0059,0.0035,0.0186,0.0059,0.7236,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,1000.0,100,1.2855584621429443,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,1000.0,20,1.2588813304901123,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,100.0,100,1.2966029644012451,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,100.0,20,1.261364459991455,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,20.0,20,1.3488361835479736,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,inf,100,1.2627980709075928,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
20,inf,euclidean,auto,4,inf,20,1.3138723373413086,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,1000.0,100,1.879377603530884,-0.2042,4.0946,1.5923,0.4725,0.0041,0.193,0.0237,0.0894,0.2984,0.0526,0.0894,0.3084,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,1000.0,20,2.00392484664917,-0.2042,4.0946,1.5923,0.4725,0.0041,0.193,0.0237,0.0894,0.2984,0.0526,0.0894,0.3084,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,100.0,100,1.833984613418579,-0.2127,3.868,1.6712,0.4725,0.0041,0.1853,0.0199,0.0859,0.2865,0.0505,0.0859,0.3085,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,100.0,20,1.8643312454223635,-0.2042,4.0946,1.5923,0.4725,0.0041,0.193,0.0237,0.0894,0.2984,0.0526,0.0894,0.3084,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,20.0,20,1.9652371406555176,-0.2101,4.1109,1.6634,0.4712,0.0045,0.2053,0.0293,0.093,0.3174,0.0545,0.093,0.2939,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,inf,100,2.029486894607544,-0.2042,4.0946,1.5923,0.4725,0.0041,0.193,0.0237,0.0894,0.2984,0.0526,0.0894,0.3084,skl_OPTICS,diabetes_y.zip
2,inf,correlation,auto,4,inf,20,2.176035165786743,-0.2042,4.0946,1.5923,0.4725,0.0041,0.193,0.0237,0.0894,0.2984,0.0526,0.0894,0.3084,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,1000.0,100,4.044465065002441,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,1000.0,20,4.049006223678589,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,100.0,100,3.8879761695861816,-0.103,5.3179,1.3133,0.4771,0.0149,0.2371,0.0445,0.1079,0.3666,0.0633,0.1079,0.3069,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,100.0,20,4.120258808135986,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,20.0,20,4.91471266746521,-0.1008,5.4475,1.3162,0.4707,0.0048,0.2243,0.0355,0.1,0.3468,0.0584,0.1,0.2866,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,inf,100,3.972684383392334,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,skl_OPTICS,diabetes_y.zip
2,inf,cosine,auto,4,inf,20,3.5651233196258545,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,1000.0,100,1.317798376083374,-0.152,3.7332,1.3581,0.4756,-0.0076,0.1822,0.0349,0.0987,0.2817,0.0598,0.0987,0.3809,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,1000.0,20,1.3180906772613523,-0.152,3.7332,1.3581,0.4756,-0.0076,0.1822,0.0349,0.0987,0.2817,0.0598,0.0987,0.3809,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,100.0,100,1.2818615436553955,-0.1409,3.5284,1.3985,0.4731,-0.0094,0.1907,0.0353,0.1003,0.2948,0.0605,0.1003,0.367,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,100.0,20,1.3132574558258057,-0.152,3.7332,1.3581,0.4756,-0.0076,0.1822,0.0349,0.0987,0.2817,0.0598,0.0987,0.3809,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,20.0,20,2.7189767360687256,-0.1581,3.4723,1.4156,0.4753,-0.0048,0.1843,0.0344,0.0972,0.285,0.0586,0.0972,0.3684,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,inf,100,1.3592751026153564,-0.152,3.7332,1.3581,0.4756,-0.0076,0.1822,0.0349,0.0987,0.2817,0.0598,0.0987,0.3809,skl_OPTICS,diabetes_y.zip
2,inf,euclidean,auto,4,inf,20,1.3824570178985596,-0.152,3.7332,1.3581,0.4756,-0.0076,0.1822,0.0349,0.0987,0.2817,0.0598,0.0987,0.3809,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,1000.0,100,1.9165363311767576,-0.2636,6.9061,1.7601,0.4925,0.0062,0.0847,0.0273,0.0594,0.131,0.0384,0.0594,0.4594,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,1000.0,20,1.8906917572021484,-0.2636,6.9061,1.7601,0.4925,0.0062,0.0847,0.0273,0.0594,0.131,0.0384,0.0594,0.4594,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,100.0,100,1.996863603591919,-0.2727,6.5914,1.7991,0.4981,0.0112,0.0858,0.0291,0.0627,0.1326,0.041,0.0627,0.4818,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,100.0,20,2.005112648010254,-0.2636,6.9061,1.7601,0.4925,0.0062,0.0847,0.0273,0.0594,0.131,0.0384,0.0594,0.4594,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,20.0,20,2.061564922332764,-0.2472,6.8021,1.6694,0.4849,-0.0064,0.0911,0.0308,0.0628,0.1408,0.0404,0.0628,0.4448,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,inf,100,1.8964526653289795,-0.2636,6.9061,1.7601,0.4925,0.0062,0.0847,0.0273,0.0594,0.131,0.0384,0.0594,0.4594,skl_OPTICS,diabetes_y.zip
3,inf,correlation,auto,4,inf,20,1.955890655517578,-0.2636,6.9061,1.7601,0.4925,0.0062,0.0847,0.0273,0.0594,0.131,0.0384,0.0594,0.4594,skl_OPTICS,diabetes_y.zip
3,inf,cosine,auto,4,1000.0,100,4.08483624458313,-0.2442,7.1301,1.3177,0.495,0.0064,0.1048,0.0409,0.0756,0.1621,0.0493,0.0756,0.4755,skl_OPTICS,diabetes_y.zip
3,inf,cosine,auto,4,1000.0,20,4.081344842910767,-0.2442,7.1301,1.3177,0.495,0.0064,0.1048,0.0409,0.0756,0.1621,0.0493,0.0756,0.4755,skl_OPTICS,diabetes_y.zip
3,inf,cosine,auto,4,100.0,100,3.87073016166687,-0.23,7.0528,1.329,0.4944,0.009,0.1267,0.0558,0.0888,0.1959,0.0574,0.0888,0.4638,skl_OPTICS,diabetes_y.zip
3,inf,cosine,auto,4,100.0,20,3.8777687549591056,-0.2442,7.1301,1.3177,0.495,0.0064,0.1048,0.0409,0.0756,0.1621,0.0493,0.0756,0.4755,skl_OPTICS,diabetes_y.zip
