eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,0.019228458404541,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.1,10,cosine,auto,4,0.0147812366485595,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.1,10,euclidean,auto,4,0.0103490352630615,-0.1671,75.8903,3.1198,0.6685,0.2111,0.6469,0.4491,0.4554,0.5054,0.4144,0.4554,0.448,skl_DBSCAN,triangle2_y.zip
0.1,2,correlation,auto,4,0.0182580947875976,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.1,2,cosine,auto,4,0.0145237445831298,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.1,2,euclidean,auto,4,0.0105721950531005,-0.0939,124.155,1.807,0.8766,0.6695,1.1761,0.6768,0.6895,0.9189,0.5517,0.6895,0.7669,skl_DBSCAN,triangle2_y.zip
0.1,5,correlation,auto,4,0.0167820453643798,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.1,5,cosine,auto,4,0.0147013664245605,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.1,5,euclidean,auto,4,0.012326955795288,0.1168,318.6522,2.5895,0.8562,0.6235,1.0411,0.694,0.6967,0.8134,0.6092,0.6967,0.7279,skl_DBSCAN,triangle2_y.zip
0.25,10,correlation,auto,4,0.0186285972595214,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.25,10,cosine,auto,4,0.0183050632476806,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.25,10,euclidean,auto,4,0.00649094581604,0.6169,1659.7393,2.5041,0.9845,0.9626,1.2499,0.9494,0.9497,0.9766,0.9242,0.9497,0.9738,skl_DBSCAN,triangle2_y.zip
0.25,2,correlation,auto,4,0.0187885761260986,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.25,2,cosine,auto,4,0.0182394981384277,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.25,2,euclidean,auto,4,0.0066015720367431,0.3271,214.9979,1.5066,0.4797,0.1689,0.3242,0.3949,0.3974,0.2533,0.9219,0.3974,0.6007,skl_DBSCAN,triangle2_y.zip
0.25,5,correlation,auto,4,0.0211005210876464,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.25,5,cosine,auto,4,0.0190327167510986,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.25,5,euclidean,auto,4,0.0115845203399658,0.324,338.8779,1.5663,0.7578,0.5261,0.7977,0.7438,0.7454,0.6232,0.927,0.7454,0.7357,skl_DBSCAN,triangle2_y.zip
0.5,10,correlation,auto,4,0.0213830471038818,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.5,10,cosine,auto,4,0.0213837623596191,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.5,10,euclidean,auto,4,0.0092628002166748,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.5,2,correlation,auto,4,0.0185348987579345,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.5,2,cosine,auto,4,0.0150191783905029,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.5,2,euclidean,auto,4,0.0134146213531494,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.5,5,correlation,auto,4,0.0200955867767334,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.5,5,cosine,auto,4,0.0171725749969482,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.5,5,euclidean,auto,4,0.0083041191101074,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,10,correlation,auto,4,0.0187933444976806,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.75,10,cosine,auto,4,0.0152199268341064,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,10,euclidean,auto,4,0.0118331909179687,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,2,correlation,auto,4,0.018644094467163,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.75,2,cosine,auto,4,0.0150721073150634,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,2,euclidean,auto,4,0.008904218673706,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,5,correlation,auto,4,0.0187270641326904,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
0.75,5,cosine,auto,4,0.0199329853057861,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
0.75,5,euclidean,auto,4,0.0146985054016113,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,10,correlation,auto,4,0.0198531150817871,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
1.0,10,cosine,auto,4,0.0185320377349853,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,10,euclidean,auto,4,0.0098788738250732,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,2,correlation,auto,4,0.0193562507629394,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
1.0,2,cosine,auto,4,0.0153694152832031,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,2,euclidean,auto,4,0.0078592300415039,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,5,correlation,auto,4,0.024106740951538,0.278,285.1862,1.476,0.5929,0.2192,0.2854,0.2965,0.2976,0.223,0.4472,0.2976,0.5474,skl_DBSCAN,triangle2_y.zip
1.0,5,cosine,auto,4,0.0179469585418701,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
1.0,5,euclidean,auto,4,0.0116567611694335,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5471,skl_DBSCAN,triangle2_y.zip
