eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.1840579509735107,0.2952,1029.6877,0.6456,0.667,-0.012,0.0001,-0.0,0.0004,0.0004,0.0005,0.0004,0.7919,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.2038671970367431,0.2952,1029.6877,0.6456,0.667,-0.012,0.0001,-0.0,0.0004,0.0004,0.0005,0.0004,0.7919,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,100.0,100,0.1540198326110839,0.2957,1034.3622,0.6451,0.6667,-0.0123,0.0002,0.0,0.0004,0.0004,0.0005,0.0004,0.7916,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,100.0,20,0.1957383155822754,0.2952,1029.6877,0.6456,0.667,-0.012,0.0001,-0.0,0.0004,0.0004,0.0005,0.0004,0.7919,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,20.0,20,0.1283397674560547,0.2886,968.1652,0.6516,0.673,-0.0038,0.0,-0.0004,0.0,0.0,0.0,0.0,0.7967,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,inf,100,0.1880099773406982,0.2952,1029.6877,0.6456,0.667,-0.012,0.0001,-0.0,0.0004,0.0004,0.0005,0.0004,0.7919,skl_DBSCAN,churn_y.zip
0.1,10,correlation,auto,4,inf,20,0.1977186203002929,0.2952,1029.6877,0.6456,0.667,-0.012,0.0001,-0.0,0.0004,0.0004,0.0005,0.0004,0.7919,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.1864111423492431,0.2992,1073.5618,0.6432,0.6636,-0.0148,0.0002,0.0002,0.0006,0.0005,0.0007,0.0006,0.789,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.2052514553070068,0.2992,1073.5618,0.6432,0.6636,-0.0148,0.0002,0.0002,0.0006,0.0005,0.0007,0.0006,0.789,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,100.0,100,0.1862432956695556,0.2997,1081.195,0.6435,0.6636,-0.0133,0.0002,0.0001,0.0005,0.0004,0.0006,0.0005,0.7888,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,100.0,20,0.2051117420196533,0.2992,1073.5618,0.6432,0.6636,-0.0148,0.0002,0.0002,0.0006,0.0005,0.0007,0.0006,0.789,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,20.0,20,0.1471755504608154,0.2962,1052.6116,0.6486,0.6674,-0.0056,0.0,-0.0003,0.0001,0.0001,0.0001,0.0001,0.7916,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,inf,100,0.1910533905029297,0.2992,1073.5618,0.6432,0.6636,-0.0148,0.0002,0.0002,0.0006,0.0005,0.0007,0.0006,0.789,skl_DBSCAN,churn_y.zip
0.1,10,cosine,auto,4,inf,20,0.1773214340209961,0.2992,1073.5618,0.6432,0.6636,-0.0148,0.0002,0.0002,0.0006,0.0005,0.0007,0.0006,0.789,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,1000.0,100,0.0114965438842773,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0115697383880615,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,100.0,100,0.0114843845367431,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0114994049072265,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,20.0,20,0.0125267505645751,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,inf,100,0.0311470031738281,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
0.1,10,euclidean,auto,4,inf,20,0.0115377902984619,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churn_y.zip
