n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.0023441314697265,0.047,67.2456,2.4181,0.8167,0.4218,0.9619,0.5487,0.5582,0.6939,0.4669,0.5582,0.5471,,,skl_agglomerativeClust,tetra_y.zip
10,correlation,average,0.0023689270019531,0.047,67.2456,2.4181,0.8167,0.4218,0.9619,0.5487,0.5582,0.6939,0.4669,0.5582,0.5471,1000.0,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,average,0.0023646354675292,0.047,67.2456,2.4181,0.8167,0.4218,0.9619,0.5487,0.5582,0.6939,0.4669,0.5582,0.5471,100.0,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,average,0.0023841857910156,0.047,67.2456,2.4181,0.8167,0.4218,0.9619,0.5487,0.5582,0.6939,0.4669,0.5582,0.5471,inf,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,complete,0.0022504329681396,0.0441,71.4725,2.5671,0.8141,0.4005,0.9651,0.5336,0.5428,0.6962,0.4448,0.5428,0.5302,,,skl_agglomerativeClust,tetra_y.zip
10,correlation,complete,0.0023369789123535,0.0441,71.4725,2.5671,0.8141,0.4005,0.9651,0.5336,0.5428,0.6962,0.4448,0.5428,0.5302,1000.0,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,complete,0.0023117065429687,0.0441,71.4725,2.5671,0.8141,0.4005,0.9651,0.5336,0.5428,0.6962,0.4448,0.5428,0.5302,100.0,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,complete,0.0023074150085449,0.0441,71.4725,2.5671,0.8141,0.4005,0.9651,0.5336,0.5428,0.6962,0.4448,0.5428,0.5302,inf,20.0,skl_agglomerativeClust,tetra_y.zip
10,correlation,single,0.0015509128570556,-0.13,47.5511,1.3232,0.8538,0.6421,0.9357,0.6956,0.7038,0.675,0.7353,0.7038,0.7476,,,skl_agglomerativeClust,tetra_y.zip
10,correlation,single,0.0015618801116943,-0.13,47.5511,1.3232,0.8538,0.6421,0.9357,0.6956,0.7038,0.675,0.7353,0.7038,0.7476,1000.0,20.0,skl_agglomerativeClust,tetra_y.zip
