eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.0099787712097167,0.0204,50.2128,2.2765,0.4962,-0.0038,0.0061,0.0052,0.0076,0.0095,0.0063,0.0076,0.5093,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.0118100643157958,0.0204,50.2128,2.2765,0.4962,-0.0038,0.0061,0.0052,0.0076,0.0095,0.0063,0.0076,0.5093,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,100.0,100,0.0101487636566162,0.0236,46.9373,2.0441,0.4943,-0.0034,0.0084,0.0068,0.0098,0.013,0.0079,0.0098,0.4966,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,100.0,20,0.0099878311157226,0.0204,50.2128,2.2765,0.4962,-0.0038,0.0061,0.0052,0.0076,0.0095,0.0063,0.0076,0.5093,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,20.0,20,0.0173332691192626,0.0176,42.8383,2.0891,0.499,0.0078,0.0086,0.006,0.0097,0.0133,0.0076,0.0097,0.4964,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,inf,100,0.0100092887878417,0.0204,50.2128,2.2765,0.4962,-0.0038,0.0061,0.0052,0.0076,0.0095,0.0063,0.0076,0.5093,skl_DBSCAN,diabetes_y.zip
0.1,10,correlation,auto,4,inf,20,0.0100541114807128,0.0204,50.2128,2.2765,0.4962,-0.0038,0.0061,0.0052,0.0076,0.0095,0.0063,0.0076,0.5093,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.0283312797546386,-0.1487,27.8924,1.4978,0.4937,-0.0306,0.0523,0.0602,0.0658,0.0808,0.0555,0.0658,0.5571,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.0255796909332275,-0.1487,27.8924,1.4978,0.4937,-0.0306,0.0523,0.0602,0.0658,0.0808,0.0555,0.0658,0.5571,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,100.0,100,0.0230100154876709,-0.1344,31.1118,1.4955,0.4954,-0.0295,0.0518,0.0624,0.0673,0.0801,0.0581,0.0673,0.5637,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,100.0,20,0.0132923126220703,-0.1487,27.8924,1.4978,0.4937,-0.0306,0.0523,0.0602,0.0658,0.0808,0.0555,0.0658,0.5571,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,20.0,20,0.0164966583251953,-0.1838,24.0181,1.4807,0.4952,-0.0293,0.0442,0.0493,0.0561,0.0683,0.0475,0.0561,0.5625,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,inf,100,0.0389325618743896,-0.1487,27.8924,1.4978,0.4937,-0.0306,0.0523,0.0602,0.0658,0.0808,0.0555,0.0658,0.5571,skl_DBSCAN,diabetes_y.zip
0.1,10,cosine,auto,4,inf,20,0.0133192539215087,-0.1487,27.8924,1.4978,0.4937,-0.0306,0.0523,0.0602,0.0658,0.0808,0.0555,0.0658,0.5571,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,1000.0,100,0.0046238899230957,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0060555934906005,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,100.0,100,0.0049841403961181,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0050718784332275,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,20.0,20,0.0102391242980957,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
0.1,10,euclidean,auto,4,inf,100,0.0060031414031982,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7383,skl_DBSCAN,diabetes_y.zip
