n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.0173513889312744,0.0036,10.8354,1.7151,0.5711,0.0614,0.0135,0.0142,0.023,0.0221,0.0239,0.023,0.6892,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,1000.0,20,0.0174405574798584,0.0036,10.8354,1.7151,0.5711,0.0614,0.0135,0.0142,0.023,0.0221,0.0239,0.023,0.6892,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,100.0,100,0.0175144672393798,0.0095,9.1773,1.6419,0.5805,0.0662,0.0164,0.0209,0.0306,0.0268,0.0356,0.0306,0.7104,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,100.0,20,0.0173516273498535,0.0036,10.8354,1.7151,0.5711,0.0614,0.0135,0.0142,0.023,0.0221,0.0239,0.023,0.6892,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,20.0,20,0.018273115158081,-0.0315,6.9758,1.6613,0.5773,0.0414,0.014,0.0179,0.0283,0.0229,0.0371,0.0283,0.7234,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,inf,100,0.0173609256744384,0.0036,10.8354,1.7151,0.5711,0.0614,0.0135,0.0142,0.023,0.0221,0.0239,0.023,0.6892,skl_agglomerativeClust,german_credit_y.zip
10,correlation,average,inf,20,0.0173861980438232,0.0036,10.8354,1.7151,0.5711,0.0614,0.0135,0.0142,0.023,0.0221,0.0239,0.023,0.6892,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,1000.0,100,0.0161199569702148,0.0185,33.9378,2.8951,0.4549,0.0148,0.0273,0.0175,0.0209,0.0447,0.0137,0.0209,0.3228,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,1000.0,20,0.0162441730499267,0.0185,33.9378,2.8951,0.4549,0.0148,0.0273,0.0175,0.0209,0.0447,0.0137,0.0209,0.3228,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,100.0,100,0.0160839557647705,0.0264,35.5171,2.6882,0.4642,0.028,0.0409,0.0285,0.0321,0.067,0.0211,0.0321,0.3455,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,100.0,20,0.0161390304565429,0.0185,33.9378,2.8951,0.4549,0.0148,0.0273,0.0175,0.0209,0.0447,0.0137,0.0209,0.3228,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,20.0,20,0.0171325206756591,0.0342,34.9611,2.895,0.4589,0.013,0.0362,0.0253,0.0289,0.0593,0.0191,0.0289,0.3485,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,inf,100,0.016050100326538,0.0185,33.9378,2.8951,0.4549,0.0148,0.0273,0.0175,0.0209,0.0447,0.0137,0.0209,0.3228,skl_agglomerativeClust,german_credit_y.zip
10,correlation,complete,inf,20,0.0156238079071044,0.0185,33.9378,2.8951,0.4549,0.0148,0.0273,0.0175,0.0209,0.0447,0.0137,0.0209,0.3228,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,1000.0,100,0.0088775157928466,-0.0143,1.9141,0.8298,0.5844,0.0189,0.009,0.0103,0.0262,0.0148,0.1162,0.0262,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,1000.0,20,0.0088236331939697,-0.0143,1.9141,0.8298,0.5844,0.0189,0.009,0.0103,0.0262,0.0148,0.1162,0.0262,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,100.0,100,0.0087661743164062,-0.0104,1.8376,0.7441,0.5836,0.0163,0.0092,0.011,0.0269,0.015,0.1291,0.0269,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,100.0,20,0.008904218673706,-0.0143,1.9141,0.8298,0.5844,0.0189,0.009,0.0103,0.0262,0.0148,0.1162,0.0262,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,20.0,20,0.0093464851379394,-0.0104,1.8376,0.7441,0.5836,0.0163,0.0092,0.011,0.0269,0.015,0.1291,0.0269,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,inf,100,0.0088038444519042,-0.0143,1.9141,0.8298,0.5844,0.0189,0.009,0.0103,0.0262,0.0148,0.1162,0.0262,0.759,skl_agglomerativeClust,german_credit_y.zip
10,correlation,single,inf,20,0.0088505744934082,-0.0143,1.9141,0.8298,0.5844,0.0189,0.009,0.0103,0.0262,0.0148,0.1162,0.0262,0.759,skl_agglomerativeClust,german_credit_y.zip
10,cosine,average,1000.0,100,0.0169920921325683,-0.0419,5.3747,1.6653,0.5704,0.0184,0.0102,0.0106,0.022,0.0168,0.0321,0.022,0.7245,skl_agglomerativeClust,german_credit_y.zip
10,cosine,average,1000.0,20,0.0170772075653076,-0.0419,5.3747,1.6653,0.5704,0.0184,0.0102,0.0106,0.022,0.0168,0.0321,0.022,0.7245,skl_agglomerativeClust,german_credit_y.zip
