n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.0112617015838623,-0.227,36.561,13.7591,0.6332,0.3169,0.517,0.4849,0.4924,0.3729,0.7243,0.4924,0.6031,,,skl_agglomerativeClust,triangle1_y.zip
10,correlation,average,0.0114719867706298,-0.227,36.561,13.7591,0.6332,0.3169,0.517,0.4849,0.4924,0.3729,0.7243,0.4924,0.6031,1000.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,average,0.0114805698394775,-0.227,36.561,13.7591,0.6332,0.3169,0.517,0.4849,0.4924,0.3729,0.7243,0.4924,0.6031,100.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,average,0.0115847587585449,-0.227,36.561,13.7591,0.6332,0.3169,0.517,0.4849,0.4924,0.3729,0.7243,0.4924,0.6031,inf,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,complete,0.0105984210968017,-0.1999,39.0823,32.6396,0.7333,0.1827,0.5254,0.3026,0.3082,0.379,0.2597,0.3082,0.348,,,skl_agglomerativeClust,triangle1_y.zip
10,correlation,complete,0.0110743045806884,-0.1999,39.0823,32.6396,0.7333,0.1827,0.5254,0.3026,0.3082,0.379,0.2597,0.3082,0.348,1000.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,complete,0.0110857486724853,-0.1999,39.0823,32.6396,0.7333,0.1827,0.5254,0.3026,0.3082,0.379,0.2597,0.3082,0.348,100.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,complete,0.0111598968505859,-0.1999,39.0823,32.6396,0.7333,0.1827,0.5254,0.3026,0.3082,0.379,0.2597,0.3082,0.348,inf,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,single,0.0074284076690673,-0.0494,37.1461,1.5192,0.6302,0.3218,0.5176,0.5027,0.5089,0.3734,0.7989,0.5089,0.6123,,,skl_agglomerativeClust,triangle1_y.zip
10,correlation,single,0.0073497295379638,-0.0494,37.1461,1.5192,0.6302,0.3218,0.5176,0.5027,0.5089,0.3734,0.7989,0.5089,0.6123,1000.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,single,0.0074660778045654,-0.0494,37.1461,1.5192,0.6302,0.3218,0.5176,0.5027,0.5089,0.3734,0.7989,0.5089,0.6123,100.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,correlation,single,0.0074062347412109,-0.0494,37.1461,1.5192,0.6302,0.3218,0.5176,0.5027,0.5089,0.3734,0.7989,0.5089,0.6123,inf,20.0,skl_agglomerativeClust,triangle1_y.zip
10,cosine,average,0.011430025100708,0.5109,2153.7572,1.0343,0.9303,0.8057,1.2674,0.8172,0.8189,0.9143,0.7415,0.8189,0.8528,,,skl_agglomerativeClust,triangle1_y.zip
10,cosine,average,0.0115649700164794,0.5109,2153.7572,1.0343,0.9303,0.8057,1.2674,0.8172,0.8189,0.9143,0.7415,0.8189,0.8528,1000.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,cosine,average,0.0114758014678955,0.5109,2153.7572,1.0343,0.9303,0.8057,1.2674,0.8172,0.8189,0.9143,0.7415,0.8189,0.8528,100.0,20.0,skl_agglomerativeClust,triangle1_y.zip
10,cosine,average,0.0114808082580566,0.5109,2153.7572,1.0343,0.9303,0.8057,1.2674,0.8172,0.8189,0.9143,0.7415,0.8189,0.8528,inf,20.0,skl_agglomerativeClust,triangle1_y.zip
10,cosine,complete,0.0108168125152587,0.3374,2270.8148,1.4402,0.8782,0.6231,1.2688,0.7356,0.7378,0.9153,0.6179,0.7378,0.717,,,skl_agglomerativeClust,triangle1_y.zip
