n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.007563829421997,-0.2587,46.6209,5.2962,0.6464,0.281,0.4644,0.3541,0.3683,0.274,0.5613,0.3683,0.5373,,,skl_agglomerativeClust,aggregation_y.zip
10,correlation,average,0.0073208808898925,-0.2587,46.6209,5.2962,0.6464,0.281,0.4644,0.3541,0.3683,0.274,0.5613,0.3683,0.5373,1000.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,average,0.0073041915893554,-0.2587,46.6209,5.2962,0.6464,0.281,0.4644,0.3541,0.3683,0.274,0.5613,0.3683,0.5373,100.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,average,0.0073204040527343,-0.2587,46.6209,5.2962,0.6464,0.281,0.4644,0.3541,0.3683,0.274,0.5613,0.3683,0.5373,inf,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,complete,0.0068438053131103,-0.0898,45.2743,34.9754,0.7407,0.1182,0.4524,0.2231,0.238,0.267,0.2147,0.238,0.2731,,,skl_agglomerativeClust,aggregation_y.zip
10,correlation,complete,0.0071699619293212,-0.0898,45.2743,34.9754,0.7407,0.1182,0.4524,0.2231,0.238,0.267,0.2147,0.238,0.2731,1000.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,complete,0.0071449279785156,-0.0898,45.2743,34.9754,0.7407,0.1182,0.4524,0.2231,0.238,0.267,0.2147,0.238,0.2731,100.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,complete,0.007176399230957,-0.0898,45.2743,34.9754,0.7407,0.1182,0.4524,0.2231,0.238,0.267,0.2147,0.238,0.2731,inf,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,single,0.0047764778137207,0.1066,46.3844,0.7052,0.6399,0.2795,0.4605,0.3653,0.3762,0.2717,0.6114,0.3762,0.5413,,,skl_agglomerativeClust,aggregation_y.zip
10,correlation,single,0.004730224609375,0.1066,46.3844,0.7052,0.6399,0.2795,0.4605,0.3653,0.3762,0.2717,0.6114,0.3762,0.5413,1000.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,single,0.0046806335449218,0.1066,46.3844,0.7052,0.6399,0.2795,0.4605,0.3653,0.3762,0.2717,0.6114,0.3762,0.5413,100.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,correlation,single,0.0046956539154052,0.1066,46.3844,0.7052,0.6399,0.2795,0.4605,0.3653,0.3762,0.2717,0.6114,0.3762,0.5413,inf,20.0,skl_agglomerativeClust,aggregation_y.zip
10,cosine,average,0.0077826976776123,0.3506,1004.052,1.0013,0.8897,0.6134,1.5667,0.8024,0.8061,0.9245,0.7146,0.8061,0.702,,,skl_agglomerativeClust,aggregation_y.zip
10,cosine,average,0.0076949596405029,0.3506,1004.052,1.0013,0.8897,0.6134,1.5667,0.8024,0.8061,0.9245,0.7146,0.8061,0.702,1000.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,cosine,average,0.0077104568481445,0.3506,1004.052,1.0013,0.8897,0.6134,1.5667,0.8024,0.8061,0.9245,0.7146,0.8061,0.702,100.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,cosine,average,0.0077323913574218,0.3506,1004.052,1.0013,0.8897,0.6134,1.5667,0.8024,0.8061,0.9245,0.7146,0.8061,0.702,inf,20.0,skl_agglomerativeClust,aggregation_y.zip
10,cosine,complete,0.0074219703674316,0.3331,1014.9668,1.0079,0.8711,0.5448,1.5348,0.781,0.785,0.9056,0.6928,0.785,0.6431,,,skl_agglomerativeClust,aggregation_y.zip
10,cosine,complete,0.0074849128723144,0.3331,1014.9668,1.0079,0.8711,0.5448,1.5348,0.781,0.785,0.9056,0.6928,0.785,0.6431,1000.0,20.0,skl_agglomerativeClust,aggregation_y.zip
10,cosine,complete,0.0074818134307861,0.3331,1014.9668,1.0079,0.8711,0.5448,1.5348,0.781,0.785,0.9056,0.6928,0.785,0.6431,100.0,20.0,skl_agglomerativeClust,aggregation_y.zip
