,2
0,-1.3416407864998738
1,-1.3416407864998738
2,-1.3416407864998738
3,-1.3416407864998738
4,-1.3416407864998738
5,-1.3416407864998738
6,-1.3416407864998738
7,-1.3416407864998738
8,-1.3416407864998738
9,-1.3416407864998738
10,-1.3416407864998738
11,-1.3416407864998738
12,-1.3416407864998738
13,-1.3416407864998738
14,-1.3416407864998738
15,-1.3416407864998738
16,-1.3416407864998738
17,-1.3416407864998738
18,-1.3416407864998738
19,-1.3416407864998738
20,-1.3416407864998738
21,-1.3416407864998738
22,-1.3416407864998738
23,-1.3416407864998738
24,-1.3416407864998738
25,-1.3416407864998738
26,-1.3416407864998738
27,-1.3416407864998738
28,-1.3416407864998738
29,-1.3416407864998738
30,-1.3416407864998738
31,-1.3416407864998738
32,-1.3416407864998738
33,-1.3416407864998738
34,-1.3416407864998738
35,-1.3416407864998738
36,-1.3416407864998738
37,-1.3416407864998738
38,-1.3416407864998738
39,-1.3416407864998738
40,-1.3416407864998738
41,-1.3416407864998738
42,-1.3416407864998738
43,-1.3416407864998738
44,-1.3416407864998738
45,-1.3416407864998738
46,-1.3416407864998738
47,-1.3416407864998738
48,-1.3416407864998738
49,-1.3416407864998738
50,-1.3416407864998738
51,-1.3416407864998738
52,-1.3416407864998738
53,-1.3416407864998738
54,-1.3416407864998738
55,-1.3416407864998738
56,-1.3416407864998738
57,-1.3416407864998738
58,-1.3416407864998738
59,-1.3416407864998738
60,-1.3416407864998738
61,-1.3416407864998738
62,-1.3416407864998738
63,-1.3416407864998738
64,-1.3416407864998738
65,-1.3416407864998738
66,-1.3416407864998738
67,-1.3416407864998738
68,-1.3416407864998738
69,-1.3416407864998738
70,-1.3416407864998738
71,-1.3416407864998738
72,-1.3416407864998738
73,-1.3416407864998738
74,-1.3416407864998738
75,-1.3416407864998738
76,-1.3416407864998738
77,-1.3416407864998738
78,-1.3416407864998738
79,-1.3416407864998738
80,-1.3416407864998738
81,-1.3416407864998738
82,-1.3416407864998738
83,-1.3416407864998738
84,-1.3416407864998738
85,-1.3416407864998738
86,-1.3416407864998738
87,-1.3416407864998738
88,-1.3416407864998738
89,-1.3416407864998738
90,-1.3416407864998738
91,-1.3416407864998738
92,-1.3416407864998738
93,-1.3416407864998738
94,-1.3416407864998738
95,-1.3416407864998738
96,-1.3416407864998738
97,-1.3416407864998738
98,-1.3416407864998738
99,-1.3416407864998738
100,-1.3416407864998738
101,-1.3416407864998738
102,-1.3416407864998738
103,-1.3416407864998738
104,-1.3416407864998738
105,-1.3416407864998738
106,-1.3416407864998738
107,-1.3416407864998738
108,-1.3416407864998738
109,-1.3416407864998738
110,-1.3416407864998738
111,-1.3416407864998738
112,-1.3416407864998738
113,-1.3416407864998738
114,-1.3416407864998738
115,-1.3416407864998738
116,-1.3416407864998738
117,-1.3416407864998738
118,-1.3416407864998738
119,-1.3416407864998738
120,-1.3416407864998738
121,-1.3416407864998738
122,-1.3416407864998738
123,-1.3416407864998738
124,-1.3416407864998738
125,-1.3416407864998738
126,-1.3416407864998738
127,-1.3416407864998738
128,-1.3416407864998738
129,-1.3416407864998738
130,-1.3416407864998738
131,-1.3416407864998738
132,-1.3416407864998738
133,-1.3416407864998738
134,-1.3416407864998738
135,-1.3416407864998738
136,-1.3416407864998738
137,-1.3416407864998738
138,-1.3416407864998738
139,-1.3416407864998738
140,-1.3416407864998738
141,-1.3416407864998738
142,-1.3416407864998738
143,-1.3416407864998738
144,-1.3416407864998738
145,-1.3416407864998738
146,-1.3416407864998738
147,-1.3416407864998738
148,-1.3416407864998738
149,-1.3416407864998738
150,-1.3416407864998738
151,-1.3416407864998738
152,-1.3416407864998738
153,-1.3416407864998738
154,-1.3416407864998738
155,-1.3416407864998738
156,-1.3416407864998738
157,-1.3416407864998738
158,-1.3416407864998738
159,-1.3416407864998738
160,-1.3416407864998738
161,-1.3416407864998738
162,-1.3416407864998738
163,-1.3416407864998738
164,-1.3416407864998738
165,-1.3416407864998738
166,-1.3416407864998738
167,-1.3416407864998738
168,-1.3416407864998738
169,-1.3416407864998738
170,-1.3416407864998738
171,-1.3416407864998738
172,-1.3416407864998738
173,-1.3416407864998738
174,-1.3416407864998738
175,-1.3416407864998738
176,-1.3416407864998738
177,-1.3416407864998738
178,-1.3416407864998738
179,-1.3416407864998738
180,-1.3416407864998738
181,-1.3416407864998738
182,-1.3416407864998738
183,-1.3416407864998738
184,-1.3416407864998738
185,-1.3416407864998738
186,-1.3416407864998738
187,-1.3416407864998738
188,-1.3416407864998738
189,-1.3416407864998738
190,-1.3416407864998738
191,-1.3416407864998738
192,-1.3416407864998738
193,-1.3416407864998738
194,-1.3416407864998738
195,-1.3416407864998738
196,-1.3416407864998738
197,-1.3416407864998738
198,-1.3416407864998738
199,-1.3416407864998738
200,-1.3416407864998738
201,-1.3416407864998738
202,-1.3416407864998738
203,-1.3416407864998738
204,-1.3416407864998738
205,-1.3416407864998738
206,-1.3416407864998738
207,-1.3416407864998738
208,-1.3416407864998738
209,-1.3416407864998738
210,-1.3416407864998738
211,-1.3416407864998738
212,-1.3416407864998738
213,-1.3416407864998738
214,-1.3416407864998738
215,-1.3416407864998738
216,-1.3416407864998738
217,-1.3416407864998738
218,-1.3416407864998738
219,-1.3416407864998738
220,-1.3416407864998738
221,-1.3416407864998738
222,-1.3416407864998738
223,-1.3416407864998738
224,-1.3416407864998738
225,-1.3416407864998738
226,-1.3416407864998738
227,-1.3416407864998738
228,-1.3416407864998738
229,-1.3416407864998738
230,-1.3416407864998738
231,-1.3416407864998738
232,-1.3416407864998738
233,-1.3416407864998738
234,-1.3416407864998738
235,-1.3416407864998738
236,-1.3416407864998738
237,-1.3416407864998738
238,-1.3416407864998738
239,-1.3416407864998738
240,-1.3416407864998738
241,-1.3416407864998738
242,-1.3416407864998738
243,-1.3416407864998738
244,-1.3416407864998738
245,-1.3416407864998738
246,-1.3416407864998738
247,-1.3416407864998738
248,-1.3416407864998738
249,-1.3416407864998738
250,-0.4472135954999579
251,-0.4472135954999579
252,-0.4472135954999579
253,-0.4472135954999579
254,-0.4472135954999579
255,-0.4472135954999579
256,-0.4472135954999579
257,-0.4472135954999579
258,-0.4472135954999579
259,-0.4472135954999579
260,-0.4472135954999579
261,-0.4472135954999579
262,-0.4472135954999579
263,-0.4472135954999579
264,-0.4472135954999579
265,-0.4472135954999579
266,-0.4472135954999579
267,-0.4472135954999579
268,-0.4472135954999579
269,-0.4472135954999579
270,-0.4472135954999579
271,-0.4472135954999579
272,-0.4472135954999579
273,-0.4472135954999579
274,-0.4472135954999579
275,-0.4472135954999579
276,-0.4472135954999579
277,-0.4472135954999579
278,-0.4472135954999579
279,-0.4472135954999579
280,-0.4472135954999579
281,-0.4472135954999579
282,-0.4472135954999579
283,-0.4472135954999579
284,-0.4472135954999579
285,-0.4472135954999579
286,-0.4472135954999579
287,-0.4472135954999579
288,-0.4472135954999579
289,-0.4472135954999579
290,-0.4472135954999579
291,-0.4472135954999579
292,-0.4472135954999579
293,-0.4472135954999579
294,-0.4472135954999579
295,-0.4472135954999579
296,-0.4472135954999579
297,-0.4472135954999579
298,-0.4472135954999579
299,-0.4472135954999579
300,-0.4472135954999579
301,-0.4472135954999579
302,-0.4472135954999579
303,-0.4472135954999579
304,-0.4472135954999579
305,-0.4472135954999579
306,-0.4472135954999579
307,-0.4472135954999579
308,-0.4472135954999579
309,-0.4472135954999579
310,-0.4472135954999579
311,-0.4472135954999579
312,-0.4472135954999579
313,-0.4472135954999579
314,-0.4472135954999579
315,-0.4472135954999579
316,-0.4472135954999579
317,-0.4472135954999579
318,-0.4472135954999579
319,-0.4472135954999579
320,-0.4472135954999579
321,-0.4472135954999579
322,-0.4472135954999579
323,-0.4472135954999579
324,-0.4472135954999579
325,-0.4472135954999579
326,-0.4472135954999579
327,-0.4472135954999579
328,-0.4472135954999579
329,-0.4472135954999579
330,-0.4472135954999579
331,-0.4472135954999579
332,-0.4472135954999579
333,-0.4472135954999579
334,-0.4472135954999579
335,-0.4472135954999579
336,-0.4472135954999579
337,-0.4472135954999579
338,-0.4472135954999579
339,-0.4472135954999579
340,-0.4472135954999579
341,-0.4472135954999579
342,-0.4472135954999579
343,-0.4472135954999579
344,-0.4472135954999579
345,-0.4472135954999579
346,-0.4472135954999579
347,-0.4472135954999579
348,-0.4472135954999579
349,-0.4472135954999579
350,-0.4472135954999579
351,-0.4472135954999579
352,-0.4472135954999579
353,-0.4472135954999579
354,-0.4472135954999579
355,-0.4472135954999579
356,-0.4472135954999579
357,-0.4472135954999579
358,-0.4472135954999579
359,-0.4472135954999579
360,-0.4472135954999579
361,-0.4472135954999579
362,-0.4472135954999579
363,-0.4472135954999579
364,-0.4472135954999579
365,-0.4472135954999579
366,-0.4472135954999579
367,-0.4472135954999579
368,-0.4472135954999579
369,-0.4472135954999579
370,-0.4472135954999579
371,-0.4472135954999579
372,-0.4472135954999579
373,-0.4472135954999579
374,-0.4472135954999579
375,-0.4472135954999579
376,-0.4472135954999579
377,-0.4472135954999579
378,-0.4472135954999579
379,-0.4472135954999579
380,-0.4472135954999579
381,-0.4472135954999579
382,-0.4472135954999579
383,-0.4472135954999579
384,-0.4472135954999579
385,-0.4472135954999579
386,-0.4472135954999579
