,2
0,1.3652549058984957
1,1.3652549058984957
2,1.3652549058984957
3,1.3652549058984957
4,1.3652549058984957
5,1.3652549058984957
6,1.3652549058984957
7,1.3652549058984957
8,1.3652549058984957
9,1.3652549058984957
10,1.3652549058984957
11,1.3652549058984957
12,1.3652549058984957
13,1.3652549058984957
14,1.3652549058984957
15,1.3652549058984957
16,1.3652549058984957
17,1.3652549058984957
18,1.3652549058984957
19,1.3652549058984957
20,1.3652549058984957
21,1.3652549058984957
22,1.3652549058984957
23,1.3652549058984957
24,1.3652549058984957
25,1.3652549058984957
26,1.3652549058984957
27,1.3652549058984957
28,1.3652549058984957
29,1.3652549058984957
30,1.3652549058984957
31,1.3652549058984957
32,1.3652549058984957
33,1.3652549058984957
34,1.3652549058984957
35,1.3652549058984957
36,1.3652549058984957
37,1.3652549058984957
38,1.3652549058984957
39,1.3652549058984957
40,1.3652549058984957
41,1.3652549058984957
42,1.3652549058984957
43,1.3652549058984957
44,1.3652549058984957
45,1.3652549058984957
46,1.3652549058984957
47,1.3652549058984957
48,1.3652549058984957
49,1.3652549058984957
50,1.3652549058984957
51,1.3652549058984957
52,1.3652549058984957
53,1.3652549058984957
54,1.3652549058984957
55,1.3652549058984957
56,1.3652549058984957
57,1.3652549058984957
58,1.3652549058984957
59,1.3652549058984957
60,1.3652549058984957
61,1.3652549058984957
62,1.3652549058984957
63,1.3652549058984957
64,1.3652549058984957
65,1.3652549058984957
66,1.3652549058984957
67,1.3652549058984957
68,1.3652549058984957
69,1.3652549058984957
70,1.3652549058984957
71,1.3652549058984957
72,1.3652549058984957
73,1.3652549058984957
74,1.3652549058984957
75,1.3652549058984957
76,1.3652549058984957
77,1.3652549058984957
78,1.3652549058984957
79,1.3652549058984957
80,1.3652549058984957
81,1.3652549058984957
82,1.3652549058984957
83,1.3652549058984957
84,1.3652549058984957
85,1.3652549058984957
86,1.3652549058984957
87,1.3652549058984957
88,1.3652549058984957
89,1.3652549058984957
90,1.3652549058984957
91,1.3652549058984957
92,1.3652549058984957
93,1.3652549058984957
94,1.3652549058984957
95,1.3652549058984957
96,1.3652549058984957
97,1.3652549058984957
98,1.3652549058984957
99,1.3652549058984957
100,1.3652549058984957
101,1.3652549058984957
102,1.3652549058984957
103,1.3652549058984957
104,1.3652549058984957
105,1.3652549058984957
106,1.3652549058984957
107,1.3652549058984957
108,1.3652549058984957
109,1.3652549058984957
110,1.3652549058984957
111,1.3652549058984957
112,1.3652549058984957
113,1.3652549058984957
114,1.3652549058984957
115,1.3652549058984957
116,1.3652549058984957
