,2
0,-0.8784381271934218
1,-0.8784381271934218
2,-0.8784381271934218
3,-0.8784381271934218
4,-0.8784381271934218
5,-0.8784381271934218
6,-0.8784381271934218
7,-0.8784381271934218
8,-0.8784381271934218
9,-0.8784381271934218
10,-0.8784381271934218
11,-0.8784381271934218
12,-0.8784381271934218
13,-0.8784381271934218
14,-0.8784381271934218
15,-0.8784381271934218
16,-0.8784381271934218
17,-0.8784381271934218
18,-0.8784381271934218
19,-0.8784381271934218
20,-0.8784381271934218
21,-0.8784381271934218
22,-0.8784381271934218
23,-0.8784381271934218
24,-0.8784381271934218
25,-0.8784381271934218
26,-0.8784381271934218
27,-0.8784381271934218
28,-0.8784381271934218
29,-0.8784381271934218
30,-0.8784381271934218
31,-0.8784381271934218
32,-0.8784381271934218
33,-0.8784381271934218
34,-0.8784381271934218
35,-0.8784381271934218
36,-0.8784381271934218
37,-0.8784381271934218
38,-0.8784381271934218
39,-0.8784381271934218
40,-0.8784381271934218
41,-0.8784381271934218
42,-0.8784381271934218
43,-0.8784381271934218
44,-0.8784381271934218
45,-0.8784381271934218
46,-0.8784381271934218
47,-0.8784381271934218
48,-0.8784381271934218
49,-0.8784381271934218
50,-0.8784381271934218
51,-0.8784381271934218
52,-0.8784381271934218
53,-0.8784381271934218
54,-0.8784381271934218
55,-0.8784381271934218
56,-0.8784381271934218
57,-0.8784381271934218
58,-0.8784381271934218
59,-0.8784381271934218
60,-0.8784381271934218
61,-0.8784381271934218
62,-0.8784381271934218
63,-0.8784381271934218
64,-0.8784381271934218
65,-0.8784381271934218
66,-0.8784381271934218
67,-0.8784381271934218
68,-0.8784381271934218
69,-0.8784381271934218
70,-0.8784381271934218
71,-0.8784381271934218
72,-0.8784381271934218
73,-0.8784381271934218
74,-0.8784381271934218
75,-0.8784381271934218
76,-0.8784381271934218
77,-0.8784381271934218
78,-0.8784381271934218
79,-0.8784381271934218
80,-0.8784381271934218
81,-0.8784381271934218
82,-0.8784381271934218
83,-0.8784381271934218
84,-0.8784381271934218
85,-0.8784381271934218
86,-0.8784381271934218
87,-0.8784381271934218
88,-0.8784381271934218
89,-0.8784381271934218
90,-0.8784381271934218
91,-0.8784381271934218
92,-0.8784381271934218
93,-0.8784381271934218
94,-0.8784381271934218
95,-0.8784381271934218
96,-0.8784381271934218
97,-0.8784381271934218
98,-0.8784381271934218
99,-0.8784381271934218
100,-0.8784381271934218
101,-0.8784381271934218
102,-0.8784381271934218
103,-0.8784381271934218
104,-0.8784381271934218
105,-0.8784381271934218
106,-0.8784381271934218
107,-0.8784381271934218
108,-0.8784381271934218
109,-0.8784381271934218
110,-0.8784381271934218
111,-0.8784381271934218
112,-0.8784381271934218
113,-0.8784381271934218
114,-0.8784381271934218
115,-0.8784381271934218
116,-0.8784381271934218
117,-0.8784381271934218
118,-0.8784381271934218
119,-0.8784381271934218
120,-0.8784381271934218
121,-0.8784381271934218
122,-0.8784381271934218
123,-0.8784381271934218
124,-0.8784381271934218
125,-0.8784381271934218
126,-0.8784381271934218
127,-0.8784381271934218
128,-0.8784381271934218
129,-0.8784381271934218
130,-0.8784381271934218
131,-0.8784381271934218
132,-0.8784381271934218
133,-0.8784381271934218
134,-0.8784381271934218
135,-0.8784381271934218
136,-0.8784381271934218
137,-0.8784381271934218
138,-0.8784381271934218
139,-0.8784381271934218
140,-0.8784381271934218
141,-0.8784381271934218
142,-0.8784381271934218
143,-0.8784381271934218
144,-0.8784381271934218
145,-0.8784381271934218
146,-0.8784381271934218
147,-0.8784381271934218
148,-0.8784381271934218
149,-0.8784381271934218
150,-0.8784381271934218
151,-0.8784381271934218
152,-0.8784381271934218
153,-0.8784381271934218
154,-0.8784381271934218
155,-0.8784381271934218
156,-0.8784381271934218
157,-0.8784381271934218
158,-0.8784381271934218
159,-0.8784381271934218
160,-0.8784381271934218
161,-0.8784381271934218
162,-0.8784381271934218
163,-0.8784381271934218
164,-0.8784381271934218
165,-0.8784381271934218
166,-0.8784381271934218
167,-0.8784381271934218
168,-0.8784381271934218
169,-0.8784381271934218
170,-0.8784381271934218
171,-0.8784381271934218
172,-0.8784381271934218
173,-0.8784381271934218
174,-0.8784381271934218
175,-0.8784381271934218
176,-0.8784381271934218
177,-0.8784381271934218
178,-0.8784381271934218
179,-0.8784381271934218
180,-0.8784381271934218
181,-0.8784381271934218
182,-0.8784381271934218
183,-0.8784381271934218
184,-0.8784381271934218
185,-0.8784381271934218
186,-0.8784381271934218
187,-0.8784381271934218
188,-0.8784381271934218
189,-0.8784381271934218
190,-0.8784381271934218
191,-0.8784381271934218
192,-0.8784381271934218
193,-0.8784381271934218
194,-0.8784381271934218
195,-0.8784381271934218
196,-0.8784381271934218
197,-0.8784381271934218
198,-0.8784381271934218
199,-0.8784381271934218
200,-0.8784381271934218
201,-0.8784381271934218
202,-0.8784381271934218
203,-0.8784381271934218
204,-0.8784381271934218
205,-0.8784381271934218
206,-0.8784381271934218
207,-0.8784381271934218
208,-0.8784381271934218
209,-0.8784381271934218
210,-0.8784381271934218
211,-0.8784381271934218
212,-0.8784381271934218
213,-0.8784381271934218
214,-0.8784381271934218
215,-0.8784381271934218
216,-0.8784381271934218
217,-0.8784381271934218
218,-0.8784381271934218
219,-0.8784381271934218
220,-0.8784381271934218
221,-0.8784381271934218
222,-0.8784381271934218
223,-0.8784381271934218
224,-0.8784381271934218
225,-0.8784381271934218
226,-0.8784381271934218
227,-0.8784381271934218
228,-0.8784381271934218
229,-0.8784381271934218
230,-0.8784381271934218
231,-0.8784381271934218
232,-0.8784381271934218
233,-0.8784381271934218
234,-0.8784381271934218
235,-0.8784381271934218
236,-0.8784381271934218
237,-0.8784381271934218
238,-0.8784381271934218
239,-0.8784381271934218
240,-0.8784381271934218
241,-0.8784381271934218
242,-0.8784381271934218
243,-0.8784381271934218
244,-0.8784381271934218
245,-0.8784381271934218
246,-0.8784381271934218
247,-0.8784381271934218
248,-0.8784381271934218
249,-0.8784381271934218
250,-0.8784381271934218
251,-0.8784381271934218
252,-0.8784381271934218
253,-0.8784381271934218
254,-0.8784381271934218
255,-0.8784381271934218
256,-0.8784381271934218
257,-0.8784381271934218
258,-0.8784381271934218
259,-0.8784381271934218
260,-0.8784381271934218
261,-0.8784381271934218
262,-0.8784381271934218
263,-0.8784381271934218
264,-0.8784381271934218
265,-0.8784381271934218
266,-0.8784381271934218
267,-0.8784381271934218
268,-0.8784381271934218
269,-0.8784381271934218
270,-0.8784381271934218
271,-0.8784381271934218
272,-0.8784381271934218
273,-0.8784381271934218
274,-0.8784381271934218
275,-0.8784381271934218
276,-0.8784381271934218
277,-0.8784381271934218
278,-0.8784381271934218
279,-0.8784381271934218
280,-0.8784381271934218
281,-0.8784381271934218
282,-0.8784381271934218
283,-0.8784381271934218
284,-0.8784381271934218
285,-0.8784381271934218
286,-0.8784381271934218
287,-0.8784381271934218
288,-0.8784381271934218
289,-0.8784381271934218
290,-0.8784381271934218
291,-0.8784381271934218
292,-0.8784381271934218
293,-0.8784381271934218
294,-0.8784381271934218
295,-0.8784381271934218
296,-0.8784381271934218
297,-0.8784381271934218
298,-0.8784381271934218
299,-0.8784381271934218
300,-0.8784381271934218
301,-0.8784381271934218
302,-0.8784381271934218
303,-0.8784381271934218
304,-0.8784381271934218
305,-0.8784381271934218
306,-0.8784381271934218
307,-0.8784381271934218
308,-0.8784381271934218
309,-0.8784381271934218
310,-0.8784381271934218
311,-0.8784381271934218
312,-0.8784381271934218
313,-0.8784381271934218
314,-0.8784381271934218
315,-0.8784381271934218
316,-0.8784381271934218
317,-0.8784381271934218
318,-0.8784381271934218
319,-0.8784381271934218
320,-0.8784381271934218
321,-0.8784381271934218
322,-0.8784381271934218
323,-0.8784381271934218
324,-0.8784381271934218
325,-0.8784381271934218
326,-0.8784381271934218
327,-0.8784381271934218
328,-0.8784381271934218
329,-0.8784381271934218
330,-0.8784381271934218
331,-0.8784381271934218
332,-0.8784381271934218
333,-0.8784381271934218
334,-0.8784381271934218
335,-0.8784381271934218
336,-0.8784381271934218
337,-0.8784381271934218
338,-0.8784381271934218
339,-0.8784381271934218
340,-0.8784381271934218
341,-0.8784381271934218
342,-0.8784381271934218
343,-0.8784381271934218
344,-0.8784381271934218
345,-0.8784381271934218
346,-0.8784381271934218
347,-0.8784381271934218
348,-0.8784381271934218
349,-0.8784381271934218
350,-0.8784381271934218
351,-0.8784381271934218
352,-0.8784381271934218
353,-0.8784381271934218
354,-0.8784381271934218
355,-0.8784381271934218
356,-0.8784381271934218
357,-0.8784381271934218
358,-0.8784381271934218
359,-0.8784381271934218
360,-0.8784381271934218
361,-0.8784381271934218
362,-0.8784381271934218
363,-0.8784381271934218
364,-0.8784381271934218
365,-0.8784381271934218
366,-0.8784381271934218
367,-0.8784381271934218
368,-0.8784381271934218
369,-0.8784381271934218
370,-0.8784381271934218
371,-0.8784381271934218
372,-0.8784381271934218
373,-0.8784381271934218
374,-0.8784381271934218
375,-0.8784381271934218
376,-0.8784381271934218
377,-0.8784381271934218
378,-0.8784381271934218
379,-0.8784381271934218
380,-0.8784381271934218
381,-0.8784381271934218
382,-0.8784381271934218
383,-0.8784381271934218
384,-0.8784381271934218
385,-0.8784381271934218
386,-0.8784381271934218
387,-0.8784381271934218
388,-0.8784381271934218
389,-0.8784381271934218
390,-0.8784381271934218
391,-0.8784381271934218
392,-0.8784381271934218
393,-0.8784381271934218
394,-0.8784381271934218
395,-0.8784381271934218
396,-0.8784381271934218
397,-0.8784381271934218
