,2
0,-1.6770509831248421
1,-1.6770509831248421
2,-1.6770509831248421
3,-1.6770509831248421
4,-1.6770509831248421
5,-1.6770509831248421
6,-1.6770509831248421
7,-1.6770509831248421
8,-1.6770509831248421
9,-1.6770509831248421
10,-1.6770509831248421
11,-1.6770509831248421
12,-1.6770509831248421
13,-1.6770509831248421
14,-1.6770509831248421
15,-1.6770509831248421
16,-1.6770509831248421
17,-1.6770509831248421
18,-1.6770509831248421
19,-1.6770509831248421
20,-1.6770509831248421
21,-1.6770509831248421
22,-1.6770509831248421
23,-1.6770509831248421
24,-1.6770509831248421
25,-1.6770509831248421
26,-1.6770509831248421
27,-1.6770509831248421
28,-1.6770509831248421
29,-1.6770509831248421
30,-1.6770509831248421
31,-1.6770509831248421
32,-1.6770509831248421
33,-1.6770509831248421
34,-1.6770509831248421
35,-1.6770509831248421
36,-1.6770509831248421
37,-1.6770509831248421
38,-1.6770509831248421
39,-1.6770509831248421
40,-1.6770509831248421
41,-1.6770509831248421
42,-1.6770509831248421
43,-1.6770509831248421
44,-1.6770509831248421
45,-1.6770509831248421
46,-1.6770509831248421
47,-1.6770509831248421
48,-1.6770509831248421
49,-1.6770509831248421
50,-1.6770509831248421
51,-1.6770509831248421
52,-1.6770509831248421
53,-1.6770509831248421
54,-1.6770509831248421
55,-1.6770509831248421
56,-1.6770509831248421
57,-1.6770509831248421
58,-1.6770509831248421
59,-1.6770509831248421
60,-1.6770509831248421
61,-1.6770509831248421
62,-1.6770509831248421
63,-1.6770509831248421
64,-1.6770509831248421
65,-1.6770509831248421
66,-1.6770509831248421
67,-1.6770509831248421
68,-1.6770509831248421
69,-1.6770509831248421
70,-1.6770509831248421
71,-1.6770509831248421
72,-1.6770509831248421
73,-1.6770509831248421
74,-1.6770509831248421
75,-1.6770509831248421
76,-1.6770509831248421
77,-1.6770509831248421
78,-1.6770509831248421
79,-1.6770509831248421
80,-1.6770509831248421
81,-1.6770509831248421
82,-1.6770509831248421
83,-1.6770509831248421
84,-1.6770509831248421
85,-1.6770509831248421
86,-1.6770509831248421
87,-1.6770509831248421
88,-1.6770509831248421
89,-1.6770509831248421
90,-1.6770509831248421
91,-1.6770509831248421
92,-1.6770509831248421
93,-1.6770509831248421
94,-1.6770509831248421
95,-1.6770509831248421
96,-1.6770509831248421
97,-1.6770509831248421
98,-1.6770509831248421
99,-1.6770509831248421
100,-1.5652475842498528
101,-1.5652475842498528
102,-1.5652475842498528
103,-1.5652475842498528
104,-1.5652475842498528
105,-1.5652475842498528
106,-1.5652475842498528
107,-1.5652475842498528
108,-1.5652475842498528
109,-1.5652475842498528
110,-1.5652475842498528
111,-1.5652475842498528
112,-1.5652475842498528
113,-1.5652475842498528
114,-1.5652475842498528
115,-1.5652475842498528
116,-1.5652475842498528
117,-1.5652475842498528
118,-1.5652475842498528
119,-1.5652475842498528
120,-1.5652475842498528
121,-1.5652475842498528
122,-1.5652475842498528
123,-1.5652475842498528
124,-1.5652475842498528
125,-1.5652475842498528
126,-1.5652475842498528
127,-1.5652475842498528
128,-1.5652475842498528
129,-1.5652475842498528
130,-1.5652475842498528
131,-1.5652475842498528
132,-1.5652475842498528
133,-1.5652475842498528
134,-1.5652475842498528
135,-1.5652475842498528
136,-1.5652475842498528
137,-1.5652475842498528
138,-1.5652475842498528
139,-1.5652475842498528
140,-1.5652475842498528
141,-1.5652475842498528
142,-1.5652475842498528
143,-1.5652475842498528
144,-1.5652475842498528
145,-1.5652475842498528
146,-1.5652475842498528
147,-1.5652475842498528
148,-1.5652475842498528
149,-1.5652475842498528
150,-1.5652475842498528
151,-1.5652475842498528
152,-1.5652475842498528
153,-1.5652475842498528
154,-1.5652475842498528
155,-1.5652475842498528
156,-1.5652475842498528
157,-1.5652475842498528
158,-1.5652475842498528
159,-1.5652475842498528
160,-1.5652475842498528
161,-1.5652475842498528
162,-1.5652475842498528
163,-1.5652475842498528
164,-1.5652475842498528
165,-1.5652475842498528
166,-1.5652475842498528
167,-1.5652475842498528
168,-1.5652475842498528
169,-1.5652475842498528
170,-1.5652475842498528
171,-1.5652475842498528
172,-1.5652475842498528
173,-1.5652475842498528
174,-1.5652475842498528
175,-1.5652475842498528
176,-1.5652475842498528
177,-1.5652475842498528
178,-1.5652475842498528
179,-1.5652475842498528
180,-1.5652475842498528
181,-1.5652475842498528
182,-1.5652475842498528
183,-1.5652475842498528
184,-1.5652475842498528
185,-1.5652475842498528
186,-1.5652475842498528
187,-1.5652475842498528
188,-1.5652475842498528
189,-1.5652475842498528
190,-1.5652475842498528
191,-1.5652475842498528
192,-1.5652475842498528
193,-1.5652475842498528
194,-1.5652475842498528
195,-1.5652475842498528
196,-1.5652475842498528
197,-1.5652475842498528
198,-1.5652475842498528
199,-1.5652475842498528
200,-1.4534441853748632
201,-1.4534441853748632
202,-1.4534441853748632
203,-1.4534441853748632
204,-1.4534441853748632
205,-1.4534441853748632
206,-1.4534441853748632
207,-1.4534441853748632
208,-1.4534441853748632
209,-1.4534441853748632
210,-1.4534441853748632
211,-1.4534441853748632
212,-1.4534441853748632
213,-1.4534441853748632
214,-1.4534441853748632
215,-1.4534441853748632
216,-1.4534441853748632
217,-1.4534441853748632
218,-1.4534441853748632
219,-1.4534441853748632
220,-1.4534441853748632
221,-1.4534441853748632
222,-1.4534441853748632
223,-1.4534441853748632
224,-1.4534441853748632
225,-1.4534441853748632
226,-1.4534441853748632
227,-1.4534441853748632
228,-1.4534441853748632
229,-1.4534441853748632
230,-1.4534441853748632
231,-1.4534441853748632
232,-1.4534441853748632
233,-1.4534441853748632
234,-1.4534441853748632
235,-1.4534441853748632
236,-1.4534441853748632
237,-1.4534441853748632
238,-1.4534441853748632
239,-1.4534441853748632
240,-1.4534441853748632
241,-1.4534441853748632
242,-1.4534441853748632
243,-1.4534441853748632
244,-1.4534441853748632
245,-1.4534441853748632
246,-1.4534441853748632
247,-1.4534441853748632
248,-1.4534441853748632
249,-1.4534441853748632
250,-1.4534441853748632
251,-1.4534441853748632
252,-1.4534441853748632
253,-1.4534441853748632
254,-1.4534441853748632
255,-1.4534441853748632
256,-1.4534441853748632
257,-1.4534441853748632
258,-1.4534441853748632
