,dataset,alg,n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_depth,max_nbr_clusters,bic_eps,metric_con,metric_cat,min_nr_instances,min_y,min_rd,n_components,oblique_splits,max_oblique_features,bisecting_strategy,criteria_clf,criteria_reg,min_samples,max_eps,metric,n_jobs,eps,threshold,branching_factor,amount_initial_centers,kmax,linkage
0,adult_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,16.43490958213806,0.1049,3219.6476,2.8714,0.5946,0.1813,0.0809,0.1318,0.1318,0.1465,0.1198,0.1318,0.6515,4.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
1,adult_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.7135236263275146,0.0021,606.883,3.5431,0.5725,-0.0065,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.7014,6.0,2.0,0.0,,,,,,,,,,gini,r2,,,,,,,,,,
2,adult_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,1.758047342300415,0.0354,625.2552,5.6347,0.5946,0.1813,0.0809,0.1318,0.1318,0.1465,0.1198,0.1318,0.6515,4.0,2.0,0.1,,,,,,1.0,False,0.0,,,,,,,,,,,,,
3,adult_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,20.0,19.33249998092652,0.6489,29701.8582,0.7025,0.5883,-0.0147,0.0005,0.0011,0.0011,0.0008,0.0017,0.0011,0.7307,2.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
4,adult_y,kmeans+dt,2.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,20.0,20.0,0.8910877704620361,0.6995,31442.694,0.506,0.6064,0.0016,0.0,-0.0,0.0,0.0,0.0,0.0,0.7533,,,,,,,,,,,,,,,,,,,,,,,,
5,adult_y,kmodes,2.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,6.4735939502716064,0.0369,296.0861,8.0581,0.5004,-0.031,0.0369,0.0622,0.0622,0.0669,0.0582,0.0622,0.582,,,,,,,,,,,,,,,,,,4.0,,,,,,
6,adult_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,inf,20.0,0.4172358512878418,0.6995,31442.694,0.506,0.6064,0.0016,0.0,-0.0,0.0,0.0,0.0,0.0,0.7533,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
7,adult_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,19.616350889205933,0.6605,294.887,0.5106,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.1,,,,,
8,adult_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,276.0504951477051,-0.0435,4.7822,1.4255,0.3983,-0.0018,0.2369,0.029,0.0684,0.4292,0.0372,0.0684,0.2801,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
9,adult_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,44.00367832183838,0.7126,29855.3547,0.4382,0.609,-0.0027,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7588,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
